Date,Open,High,Low,Close,Adj Close,No. of Shares
2019-01-01,283.75,283.75,279.8500061035156,282.8500061035156,240.13299560546875,230554
2019-01-02,282.8999938964844,283.3500061035156,277.75,280.5,238.13787841796875,626234
2019-01-03,280.6499938964844,282.25,277.79998779296875,278.8999938964844,236.77952575683594,361581
2019-01-04,279.5,282.79998779296875,279.5,280.75,238.35015869140625,601253
2019-01-07,283.3500061035156,284.8999938964844,281.20001220703125,281.75,239.19908142089844,457158
2019-01-08,281.75,285.1499938964844,281.45001220703125,284.20001220703125,241.2791290283203,310110
2019-01-09,284.20001220703125,291.8999938964844,284.20001220703125,290.70001220703125,246.7974853515625,1159477
2019-01-10,290.70001220703125,293.6499938964844,289.0,289.54998779296875,245.82115173339844,685987
2019-01-11,292.0,296.0,291.20001220703125,295.3999938964844,250.78765869140625,787022
2019-01-14,295.3999938964844,295.3999938964844,290.04998779296875,294.29998779296875,249.85379028320312,489769
2019-01-15,295.1000061035156,297.3500061035156,294.1000061035156,296.6000061035156,251.80641174316406,475576
2019-01-16,297.0,297.0,291.79998779296875,294.0,249.5990753173828,573155
2019-01-17,295.95001220703125,295.95001220703125,290.1499938964844,293.8999938964844,249.51417541503906,615473
2019-01-18,294.0,294.95001220703125,290.5,291.1000061035156,247.1370391845703,313842
2019-01-21,291.0,292.5,288.6499938964844,289.6499938964844,245.906005859375,656914
2019-01-22,290.0,291.70001220703125,285.20001220703125,289.75,245.99093627929688,323793
2019-01-23,292.0,294.29998779296875,275.0,277.70001220703125,235.76077270507812,1855216
2019-01-24,279.45001220703125,283.29998779296875,278.04998779296875,278.8999938964844,236.77952575683594,1635584
2019-01-25,279.1000061035156,282.6000061035156,278.5,279.25,237.07666015625,439555
2019-01-28,279.29998779296875,279.70001220703125,274.1000061035156,274.6499938964844,233.17140197753906,640836
2019-01-29,276.0,279.0,274.6499938964844,278.54998779296875,236.48239135742188,546163
2019-01-30,280.0,280.29998779296875,273.75,274.79998779296875,233.29869079589844,730444
2019-01-31,277.3999938964844,279.5,273.70001220703125,278.75,236.65219116210938,950286
2019-02-01,280.0,284.8999938964844,279.25,280.79998779296875,238.39254760742188,1350645
2019-02-04,281.70001220703125,281.70001220703125,276.20001220703125,276.8999938964844,235.08155822753906,412232
2019-02-05,277.20001220703125,277.8999938964844,272.8500061035156,274.3999938964844,232.95912170410156,564585
2019-02-06,274.3999938964844,278.1000061035156,274.3999938964844,277.54998779296875,235.63339233398438,492412
2019-02-07,278.25,280.5,277.1000061035156,279.75,237.50119018554688,521892
2019-02-08,281.0,281.0,274.6000061035156,275.8500061035156,234.1901397705078,247481
2019-02-11,278.29998779296875,278.29998779296875,268.5,277.45001220703125,235.54852294921875,639298
2019-02-12,277.45001220703125,280.45001220703125,274.5,275.45001220703125,233.85057067871094,481271
2019-02-14,278.0,280.0,276.8999938964844,277.8999938964844,235.93052673339844,655544
2019-02-15,279.0,280.6000061035156,275.5,279.6000061035156,237.37379455566406,250631
2019-02-18,280.5,282.1499938964844,273.75,274.1499938964844,232.7469024658203,775398
2019-02-19,274.1499938964844,278.75,274.0,275.1000061035156,233.5534210205078,294348
2019-02-20,277.5,278.3999938964844,274.0,275.8500061035156,234.1901397705078,441211
2019-02-21,276.0,277.0,274.1000061035156,274.8999938964844,233.3836212158203,375657
2019-02-22,276.0,276.0,273.25,274.29998779296875,232.87425231933594,774462
2019-02-25,275.0,277.20001220703125,273.29998779296875,276.75,234.95423889160156,497360
2019-02-26,276.0,276.75,274.04998779296875,274.95001220703125,233.42608642578125,544201
2019-02-27,276.5,278.75,273.8500061035156,275.04998779296875,233.51097106933594,480774
2019-02-28,276.70001220703125,276.8999938964844,274.3500061035156,276.1499938964844,234.44485473632812,480004
2019-03-01,277.0,278.6499938964844,276.1000061035156,277.79998779296875,235.84564208984375,689752
2019-03-05,279.1000061035156,283.6000061035156,276.20001220703125,282.6499938964844,239.9631805419922,655473
2019-03-06,284.5,288.8999938964844,284.5,285.45001220703125,242.34033203125,911239
2019-03-07,285.8999938964844,290.8999938964844,285.6000061035156,290.04998779296875,246.24562072753906,530053
2019-03-08,290.95001220703125,293.1499938964844,289.20001220703125,292.04998779296875,247.94358825683594,535240
2019-03-11,292.0,294.70001220703125,291.1499938964844,293.0,248.75010681152344,395307
2019-03-12,293.04998779296875,295.54998779296875,293.04998779296875,294.54998779296875,250.06600952148438,410934
2019-03-13,296.0,296.8999938964844,294.20001220703125,294.79998779296875,250.2782440185547,446651
2019-03-14,290.29998779296875,296.0,290.29998779296875,295.45001220703125,250.83009338378906,365819
2019-03-15,296.0,296.75,289.5,290.95001220703125,247.0097198486328,346969
2019-03-18,291.1000061035156,294.1000061035156,291.1000061035156,292.25,248.11334228515625,774208
2019-03-19,294.5,300.0,293.3500061035156,299.3999938964844,254.18357849121094,530965
2019-03-20,300.0,301.6000061035156,296.6499938964844,298.5,253.41949462890625,578598
2019-03-22,300.0,300.3999938964844,296.29998779296875,297.70001220703125,252.74026489257812,535677
2019-03-25,297.0,297.0,293.45001220703125,295.20001220703125,250.61788940429688,282408
2019-03-26,295.0,296.29998779296875,291.20001220703125,293.20001220703125,248.919921875,406096
2019-03-27,293.0,296.3500061035156,291.75,293.0,248.75010681152344,416515
2019-03-28,294.95001220703125,301.5,293.1499938964844,300.0,254.69296264648438,703876
2019-04-01,297.25,299.5,296.5,297.29998779296875,252.40066528320312,303844
2019-04-02,297.0,299.70001220703125,294.70001220703125,297.1000061035156,252.2308807373047,455872
2019-04-03,297.79998779296875,298.45001220703125,295.0,295.8500061035156,251.16964721679688,428073
2019-04-04,295.95001220703125,296.8999938964844,293.95001220703125,294.5,250.0235595703125,183480
2019-04-05,295.20001220703125,296.0,292.75,294.6499938964844,250.1509246826172,2110638
2019-04-08,293.5,295.0,291.70001220703125,292.54998779296875,248.36807250976562,374984
2019-04-09,292.54998779296875,296.70001220703125,292.3999938964844,296.3500061035156,251.59417724609375,849108
2019-04-10,294.54998779296875,296.6000061035156,293.45001220703125,294.0,249.5990753173828,537159
2019-04-11,294.95001220703125,297.25,293.0,296.29998779296875,251.55172729492188,829068
2019-04-12,296.3999938964844,306.3999938964844,295.6000061035156,305.6000061035156,259.44720458984375,4545577
2019-04-15,307.0,310.0,304.3500061035156,305.04998779296875,258.980224609375,554033
2019-04-16,307.79998779296875,309.75,306.1000061035156,307.04998779296875,260.6781921386719,447505
2019-04-18,307.29998779296875,308.0,303.3999938964844,304.3500061035156,258.385986328125,397772
2019-04-22,304.3500061035156,305.1499938964844,301.0,301.70001220703125,256.1361999511719,466714
2019-04-23,303.70001220703125,304.6000061035156,301.6499938964844,303.3500061035156,257.5370178222656,535808
2019-04-24,303.0,307.20001220703125,298.70001220703125,306.45001220703125,260.1688537597656,384525
2019-04-25,306.45001220703125,309.70001220703125,302.6499938964844,304.5,258.51336669921875,562411
2019-04-26,305.8999938964844,306.20001220703125,302.6499938964844,304.6499938964844,258.6406555175781,195059
2019-04-30,305.0,307.45001220703125,300.1499938964844,301.54998779296875,256.00885009765625,415423
2019-05-02,302.0,306.25,299.0,304.6499938964844,258.6406555175781,2180861
2019-05-03,304.0,307.3500061035156,302.8999938964844,303.6000061035156,257.749267578125,441625
2019-05-06,304.0,307.5,300.95001220703125,307.0,260.6357727050781,432631
2019-05-07,308.1000061035156,309.54998779296875,301.45001220703125,302.3500061035156,256.6880798339844,598639
2019-05-08,300.8500061035156,303.20001220703125,298.6000061035156,300.75,255.3296661376953,166758
2019-05-09,300.0,301.29998779296875,296.3500061035156,299.79998779296875,254.5231170654297,684474
2019-05-10,299.79998779296875,300.54998779296875,296.95001220703125,297.70001220703125,252.74026489257812,459081
2019-05-13,296.0,303.5,288.0,289.8500061035156,246.07582092285156,1253454
2019-05-14,291.20001220703125,297.70001220703125,289.0,294.0,249.5990753173828,796423
2019-05-15,297.70001220703125,299.25,292.8999938964844,297.1000061035156,252.2308807373047,632706
2019-05-16,299.0,299.0,293.25,294.70001220703125,250.19334411621094,403360
2019-05-17,296.1499938964844,302.25,295.0,301.3999938964844,255.88148498535156,551304
2019-05-20,305.0,307.54998779296875,302.25,307.0,260.6357727050781,434663
2019-05-21,307.0,309.8500061035156,304.8500061035156,305.29998779296875,259.1925048828125,682014
2019-05-22,302.95001220703125,302.95001220703125,296.79998779296875,299.54998779296875,259.1924743652344,665433
2019-05-23,304.8999938964844,305.54998779296875,287.1000061035156,288.5,249.6312255859375,1376811
2019-05-24,292.0,292.0,287.5,290.1499938964844,251.05894470214844,682128
2019-05-27,292.0,293.54998779296875,289.25,290.3999938964844,251.2752685546875,621108
2019-05-28,291.25,291.70001220703125,288.20001220703125,289.0,250.06387329101562,437569
2019-05-29,289.95001220703125,291.5,287.95001220703125,288.3500061035156,249.50146484375,365088
2019-05-30,289.54998779296875,290.8999938964844,288.20001220703125,289.1000061035156,250.15040588378906,245478
2019-05-31,289.0,291.45001220703125,277.8999938964844,278.6499938964844,241.1083221435547,1062006
2019-06-03,281.0,281.6499938964844,275.45001220703125,278.54998779296875,241.0217742919922,738020
2019-06-04,279.70001220703125,282.1499938964844,278.8999938964844,279.6499938964844,241.97357177734375,492711
2019-06-06,281.0,281.0,275.5,276.1000061035156,238.90187072753906,407457
2019-06-07,276.1499938964844,276.8999938964844,274.5,275.8999938964844,238.72882080078125,404021
2019-06-10,278.0,280.5,277.1000061035156,279.6000061035156,241.9302978515625,1670972
2019-06-11,280.29998779296875,281.5,279.3999938964844,280.0,242.2764129638672,274213
2019-06-12,281.8999938964844,281.8999938964844,278.25,280.0,242.2764129638672,322202
2019-06-13,279.8999938964844,281.25,278.54998779296875,279.8500061035156,242.14666748046875,551687
2019-06-14,280.70001220703125,280.70001220703125,277.25,277.95001220703125,240.5026397705078,556112
2019-06-17,279.0,279.0,274.45001220703125,275.29998779296875,238.20965576171875,936447
2019-06-18,276.5,277.79998779296875,274.0,275.6000061035156,238.46925354003906,1090704
2019-06-19,276.0,278.8999938964844,275.5,277.3500061035156,239.9834747314453,595835
2019-06-20,278.3500061035156,278.3500061035156,275.3500061035156,277.1499938964844,239.8104248046875,515190
2019-06-21,277.8999938964844,277.8999938964844,273.3500061035156,274.25,237.30111694335938,940742
2019-06-24,274.0,277.20001220703125,274.0,276.29998779296875,239.07489013671875,430833
2019-06-25,275.70001220703125,279.95001220703125,274.45001220703125,278.25,240.76219177246094,662361
2019-06-26,278.5,278.6499938964844,276.54998779296875,277.3500061035156,239.9834747314453,475462
2019-06-27,278.0,278.1499938964844,272.95001220703125,273.54998779296875,236.69541931152344,516338
2019-06-28,274.20001220703125,275.3999938964844,272.6499938964844,273.95001220703125,237.04153442382812,515331
2019-07-01,274.8999938964844,276.3500061035156,274.1000061035156,274.8500061035156,237.82025146484375,476766
2019-07-02,275.1499938964844,275.8999938964844,273.29998779296875,273.75,236.86846923828125,701564
2019-07-03,275.0,277.5,272.25,276.70001220703125,239.42103576660156,561326
2019-07-04,278.6000061035156,278.6000061035156,275.3500061035156,277.70001220703125,240.28631591796875,629302
2019-07-05,277.0,281.8500061035156,268.1000061035156,279.45001220703125,241.80052185058594,1975803
2019-07-08,281.6499938964844,282.95001220703125,275.8999938964844,277.29998779296875,239.94017028808594,700919
2019-07-09,278.5,278.5,272.45001220703125,273.04998779296875,236.2627410888672,620321
2019-07-10,274.79998779296875,275.1499938964844,270.8999938964844,273.3500061035156,236.52235412597656,513652
2019-07-11,273.70001220703125,276.8999938964844,273.70001220703125,275.70001220703125,238.55575561523438,518641
2019-07-12,277.5,277.5,273.20001220703125,274.95001220703125,237.9068145751953,381208
2019-07-15,275.1000061035156,275.6000061035156,270.5,270.8999938964844,234.4024200439453,1277244
2019-07-16,271.04998779296875,272.75,270.6499938964844,271.8999938964844,235.26768493652344,291392
2019-07-17,272.0,273.20001220703125,270.70001220703125,272.79998779296875,236.04644775390625,209776
2019-07-18,273.5,274.8999938964844,272.29998779296875,272.95001220703125,236.17623901367188,210706
2019-07-19,273.5,274.1499938964844,268.04998779296875,268.3999938964844,232.2392578125,547126
2019-07-22,268.3999938964844,268.3999938964844,264.04998779296875,264.3999938964844,228.77816772460938,305428
2019-07-23,266.0,271.79998779296875,264.8999938964844,270.70001220703125,234.22940063476562,388580
2019-07-24,270.70001220703125,273.25,268.0,270.8500061035156,234.35916137695312,275031
2019-07-25,271.0,272.5,267.04998779296875,268.0,231.89317321777344,708067
2019-07-26,269.79998779296875,270.8999938964844,267.0,270.29998779296875,233.88327026367188,195927
2019-07-29,269.54998779296875,271.0,266.5,267.70001220703125,231.6335906982422,205536
2019-07-30,268.54998779296875,269.8999938964844,266.5,269.0,232.75843811035156,862765
2019-07-31,268.0,270.95001220703125,266.04998779296875,270.04998779296875,233.66693115234375,1884945
2019-08-01,270.54998779296875,270.95001220703125,266.6000061035156,267.6000061035156,231.5470428466797,200393
2019-08-02,268.0,268.0,263.20001220703125,264.6000061035156,228.95123291015625,480524
2019-08-05,265.3999938964844,265.3999938964844,257.6000061035156,259.54998779296875,224.5815887451172,474444
2019-08-06,259.5,261.5,258.1000061035156,258.8999938964844,224.0191650390625,453465
2019-08-07,258.8500061035156,259.45001220703125,253.0500030517578,253.75,219.56301879882812,513510
2019-08-08,254.25,258.70001220703125,252.9499969482422,257.75,223.0241241455078,514209
2019-08-09,259.0,259.0,253.60000610351562,254.25,219.99563598632812,519113
2019-08-13,254.39999389648438,254.39999389648438,244.1999969482422,246.10000610351562,212.94369506835938,629841
2019-08-14,245.60000610351562,253.5500030517578,244.1999969482422,248.85000610351562,215.32318115234375,394762
2019-08-16,248.85000610351562,253.39999389648438,247.39999389648438,252.89999389648438,218.82752990722656,265391
2019-08-19,253.3000030517578,257.45001220703125,251.0,251.60000610351562,217.70266723632812,1086902
2019-08-20,252.0,252.14999389648438,245.5500030517578,246.5500030517578,213.3330535888672,478390
2019-08-21,248.6999969482422,248.6999969482422,240.85000610351562,241.60000610351562,209.04994201660156,510563
2019-08-22,242.0,246.0,238.9499969482422,240.10000610351562,207.7520294189453,397084
2019-08-23,239.4499969482422,241.14999389648438,234.6999969482422,236.0,204.20443725585938,626466
2019-08-26,244.0,244.0,234.9499969482422,242.5500030517578,209.8719482421875,331394
2019-08-27,244.5,246.35000610351562,242.6999969482422,245.5500030517578,212.4677734375,700595
2019-08-28,247.0,247.5500030517578,243.10000610351562,245.8000030517578,212.68409729003906,221052
2019-08-29,244.5,245.4499969482422,240.35000610351562,241.39999389648438,208.87686157226562,199982
2019-08-30,241.6999969482422,247.0500030517578,239.14999389648438,245.5500030517578,212.4677734375,564928
2019-09-03,244.85000610351562,244.85000610351562,240.64999389648438,241.5,208.96340942382812,281528
2019-09-04,242.0,244.5,241.25,243.14999389648438,210.39111328125,177012
2019-09-05,242.3000030517578,246.85000610351562,242.14999389648438,244.35000610351562,211.429443359375,326352
2019-09-06,245.8000030517578,245.8000030517578,243.3000030517578,243.9499969482422,211.08334350585938,211351
2019-09-09,244.25,246.5500030517578,243.25,245.5,212.4245147705078,380356
2019-09-11,245.5,245.5500030517578,243.0,243.64999389648438,210.82374572753906,1308045
2019-09-12,244.9499969482422,244.9499969482422,240.0500030517578,240.8000030517578,208.35772705078125,493004
2019-09-13,242.0,242.35000610351562,238.60000610351562,239.9499969482422,207.6222381591797,396393
2019-09-16,240.6999969482422,241.0500030517578,238.3000030517578,239.35000610351562,207.1031036376953,232996
2019-09-17,239.89999389648438,240.0500030517578,236.85000610351562,237.14999389648438,205.199462890625,609621
2019-09-18,238.0,242.3000030517578,234.10000610351562,239.60000610351562,207.31939697265625,1144459
2019-09-19,240.39999389648438,240.39999389648438,236.14999389648438,236.75,204.85336303710938,223546
2019-09-20,237.0,248.39999389648438,234.39999389648438,238.14999389648438,206.06475830078125,1799183
2019-09-23,249.10000610351562,260.29998779296875,249.10000610351562,254.6999969482422,220.38502502441406,2784432
2019-09-24,255.39999389648438,258.0,253.89999389648438,256.0,221.5098876953125,759597
2019-09-25,255.8000030517578,256.20001220703125,242.75,248.8000030517578,215.2799072265625,742458
2019-09-26,247.85000610351562,251.3000030517578,246.0,250.35000610351562,216.62110900878906,775671
2019-09-27,250.60000610351562,258.1000061035156,250.10000610351562,252.89999389648438,218.82752990722656,958882
2019-09-30,255.39999389648438,260.75,249.5,259.70001220703125,224.7113800048828,821293
2019-10-01,259.70001220703125,262.45001220703125,254.9499969482422,255.89999389648438,221.42333984375,701886
2019-10-03,257.0,262.1000061035156,256.20001220703125,261.6000061035156,226.3553924560547,330184
2019-10-04,263.1000061035156,264.0,255.10000610351562,257.25,222.59144592285156,529529
2019-10-07,257.5,258.20001220703125,250.8000030517578,251.64999389648438,217.74594116210938,332668
2019-10-09,252.85000610351562,252.85000610351562,246.5,247.10000610351562,213.80892944335938,358764
