,company,Date,Open,High,Low,Close,No. of Shares
1465,ARE&M,2023-09-21,111.2000,111.7050,102.8800,102.9300,2527718
1466,ARE&M,2023-09-20,113.0000,114.4050,112.0200,112.2400,697680
1467,ARE&M,2023-09-19,112.0000,112.7700,110.9500,111.7900,757330
1468,ARE&M,2023-09-18,113.7600,113.7855,111.3138,112.3200,836899
1469,ARE&M,2023-09-15,113.9300,114.3500,113.0500,113.7300,1892239
1470,ARE&M,2023-09-14,112.0500,114.3550,111.6400,114.1300,981496
1471,ARE&M,2023-09-13,111.7200,112.5700,110.2400,110.8000,1001849
1472,ARE&M,2023-09-12,112.0500,113.0000,110.5900,111.7600,1056593
1473,ARE&M,2023-09-11,115.0100,115.2350,112.5200,112.6600,983255
1474,ARE&M,2023-09-08,116.6000,116.8200,114.7650,115.0100,591108
1475,ARE&M,2023-09-07,115.4500,117.0700,115.3600,116.3600,741291
1476,ARE&M,2023-09-06,115.9600,116.6800,114.4600,115.9500,625322
1477,ARE&M,2023-09-05,116.5300,117.6350,116.1150,116.3700,767913
1478,ARE&M,2023-09-01,117.0700,117.7500,116.4400,116.9500,803032
1479,ARE&M,2023-08-31,117.8500,117.8500,115.9500,116.3400,1251288
1480,ARE&M,2023-08-30,117.1300,118.0000,116.7400,117.8200,602710
1481,ARE&M,2023-08-29,116.0800,117.5500,115.3550,117.2400,530152
1482,ARE&M,2023-08-28,116.1200,117.9100,115.7100,115.7700,915034
1483,ARE&M,2023-08-25,116.6700,117.4300,115.1300,115.3400,755447
1484,ARE&M,2023-08-24,117.6100,119.1000,115.9600,116.1600,631521
1485,ARE&M,2023-08-23,115.0000,117.4600,115.0000,117.2800,493810
1486,ARE&M,2023-08-22,114.7200,114.9200,113.5400,114.4200,542375
1487,ARE&M,2023-08-21,114.8600,115.1000,113.1001,114.2700,674416
1488,ARE&M,2023-08-18,114.8300,116.1400,114.4000,115.1000,848203
1489,ARE&M,2023-08-17,116.7300,117.9050,116.1300,116.1800,686179
1490,ARE&M,2023-08-16,116.3000,117.5200,116.0800,116.7300,726630
1491,ARE&M,2023-08-15,118.3800,118.6900,116.1800,116.5700,978122
1492,ARE&M,2023-08-14,121.2800,121.8500,119.3450,119.8000,701995
1493,ARE&M,2023-08-11,120.9800,123.1900,120.6200,122.1200,469701
1494,ARE&M,2023-08-10,123.2800,124.4447,121.2700,121.6900,674276
1495,ARE&M,2023-08-09,122.0200,123.9600,121.2700,122.4300,971653
1496,ARE&M,2023-08-08,121.8200,122.8600,120.2700,122.4900,600621
1497,ARE&M,2023-08-07,120.9300,124.5000,120.9300,124.2200,637073
1498,ARE&M,2023-08-04,122.3000,122.6350,120.0300,120.7500,1157485
1499,ARE&M,2023-08-03,121.7400,122.5700,119.3900,122.3800,898954
1500,ARE&M,2023-08-02,121.0700,122.6100,120.6100,122.2200,880241
1501,ARE&M,2023-08-01,125.3900,125.7300,121.8500,122.0600,1080716
1502,ARE&M,2023-07-31,126.6500,127.8050,124.9300,125.6800,1863917
1503,ARE&M,2023-07-28,127.7000,127.7700,125.8400,126.5100,894267
1504,ARE&M,2023-07-27,127.5500,129.7650,125.7500,125.8000,1325016
1505,ARE&M,2023-07-26,123.7400,127.7000,123.7400,127.3500,1164939
1506,ARE&M,2023-07-25,124.4300,125.7916,122.5400,123.7500,982209
1507,ARE&M,2023-07-24,123.0000,124.3700,122.1100,123.1100,762206
1508,ARE&M,2023-07-21,121.5700,123.8600,120.6600,123.2300,1342209
1509,ARE&M,2023-07-20,119.8100,121.6900,118.2850,121.2500,908779
1510,ARE&M,2023-07-19,118.7000,120.7500,117.5650,119.4200,880185
1511,ARE&M,2023-07-18,117.5600,118.4163,116.0800,116.8700,760335
1512,ARE&M,2023-07-17,119.2300,119.4200,117.4400,117.4800,632452
1513,ARE&M,2023-07-14,119.0500,119.7100,117.7500,119.5700,679842
1514,ARE&M,2023-07-13,117.9700,119.2300,116.6000,118.9300,961667
1515,ARE&M,2023-07-12,119.9900,120.1600,117.7200,117.7600,1137191
1516,ARE&M,2023-07-11,116.8300,118.6100,116.2574,118.3800,713784
1517,ARE&M,2023-07-10,116.2500,116.9100,115.3650,116.0600,870000
1518,ARE&M,2023-07-07,116.2800,118.2800,116.0200,117.0100,705167
1519,ARE&M,2023-07-06,114.9900,117.3100,113.0000,116.9700,1062613
1520,ARE&M,2023-07-05,115.8100,118.5300,114.6650,116.9700,1289716
1521,ARE&M,2023-07-03,113.6300,116.9400,113.4600,116.1200,532113
1522,ARE&M,2023-06-30,114.4500,114.5700,111.6900,113.4900,1509370
1523,ARE&M,2023-06-29,110.5000,113.3800,110.2590,113.3700,972313
1524,ARE&M,2023-06-28,115.7800,115.7800,111.9000,112.5300,1295297
1525,ARE&M,2023-06-27,114.3300,116.3800,113.3287,115.8800,1475860
1526,ARE&M,2023-06-26,109.1900,114.5500,109.1900,114.5100,1501159
1527,ARE&M,2023-06-23,110.3700,111.3287,108.8100,109.0800,1350341
1528,ARE&M,2023-06-22,113.4000,113.4000,110.0800,110.8500,924289
1529,ARE&M,2023-06-21,113.4900,114.3200,112.1400,113.2100,1112804
1530,ARE&M,2023-06-20,115.1700,115.2800,113.0200,114.0400,1467890
1531,ARE&M,2023-06-16,113.7500,119.9600,113.7500,115.4500,2919458
1532,ARE&M,2023-06-15,121.1600,121.7750,119.8744,121.1500,960476
1533,ARE&M,2023-06-14,122.9900,123.7950,120.8300,121.9200,1014119
1534,ARE&M,2023-06-13,121.1500,123.9300,120.5000,122.0600,865960
1535,ARE&M,2023-06-12,120.2800,121.7100,120.0300,121.0000,791090
1536,ARE&M,2023-06-09,120.8500,121.3400,120.1900,120.5900,662683
1537,ARE&M,2023-06-08,121.0000,121.6400,119.0300,120.5400,810741
1538,ARE&M,2023-06-07,119.1300,122.4800,117.5000,121.7900,1138051
1539,ARE&M,2023-06-06,115.9900,119.0300,115.2500,118.2200,796371
1540,ARE&M,2023-06-05,115.3300,116.3650,113.9600,115.4300,593029
1541,ARE&M,2023-06-02,113.0400,116.3000,113.0400,115.3700,971438
1542,ARE&M,2023-06-01,112.5800,113.0000,110.8800,112.3700,735297
1543,ARE&M,2023-05-31,112.3100,113.8700,111.5550,113.4600,2353820
1544,ARE&M,2023-05-30,112.3500,113.5786,111.6400,112.5100,843703
1545,ARE&M,2023-05-26,111.9300,112.4400,110.6800,111.7700,865875
1546,ARE&M,2023-05-25,114.3400,114.3400,110.6400,111.2200,1219282
1547,ARE&M,2023-05-24,117.6200,118.1000,114.2600,114.3600,757935
1548,ARE&M,2023-05-23,117.6500,120.5700,117.5700,118.1100,735702
1549,ARE&M,2023-05-22,116.0300,118.6350,114.9200,117.6900,806082
1550,ARE&M,2023-05-19,117.8300,119.4700,115.7500,115.8000,895478
1551,ARE&M,2023-05-18,118.1600,118.8250,116.2100,116.9100,961390
1552,ARE&M,2023-05-17,117.6800,119.8000,116.9600,119.0300,908561
1553,ARE&M,2023-05-16,123.6800,123.6800,117.4000,117.5000,828200
1554,ARE&M,2023-05-15,119.8700,121.3800,119.4354,120.8100,1072703
1555,ARE&M,2023-05-12,120.6300,120.9550,118.1050,119.4600,798545
1556,ARE&M,2023-05-11,121.1600,121.9200,119.6200,120.4100,561626
1557,ARE&M,2023-05-10,122.7000,123.0500,121.3301,122.2800,736898
1558,ARE&M,2023-05-09,121.0200,121.8746,119.3200,121.2300,510630
1559,ARE&M,2023-05-08,123.1100,123.4900,121.3900,122.3500,606534
1560,ARE&M,2023-05-05,122.7800,124.4100,122.4200,123.6400,721607
1561,ARE&M,2023-05-04,121.3100,122.7350,119.8000,121.5500,800442
1562,ARE&M,2023-05-03,120.4800,123.4950,119.1400,121.4900,866444
1563,ARE&M,2023-05-02,120.9200,121.4550,117.7000,119.5500,729769
1564,ARE&M,2023-05-01,123.9600,124.7900,121.6600,121.8200,658041
1565,ARE&M,2023-04-28,122.8000,124.6050,122.1901,124.1800,1196355
1566,ARE&M,2023-04-27,120.1300,123.3000,120.1300,122.7200,1205383
1567,ARE&M,2023-04-26,120.5000,121.2300,119.4300,120.0300,1080124
1568,ARE&M,2023-04-25,124.0900,125.0400,119.8300,120.5400,1787372
1569,ARE&M,2023-04-24,124.5400,125.3700,123.4250,124.0500,683915
1570,ARE&M,2023-04-21,124.4900,124.9100,122.3800,124.4400,746414
1571,ARE&M,2023-04-20,124.5600,125.1850,123.3000,123.8300,752556
1572,ARE&M,2023-04-19,122.3900,125.8900,122.1500,125.2400,787238
1573,ARE&M,2023-04-18,123.4800,123.8800,120.9700,123.4000,1009905
1574,ARE&M,2023-04-17,118.5400,123.6100,118.5400,123.5800,1180412
1575,ARE&M,2023-04-14,120.1200,121.1400,117.6450,118.4700,590178
1576,ARE&M,2023-04-13,121.3100,121.6350,118.5550,119.5400,1233491
1577,ARE&M,2023-04-12,124.8200,124.8400,121.4000,121.5200,1001495
1578,ARE&M,2023-04-11,124.0300,124.9600,122.8900,123.0400,1421957
1579,ARE&M,2023-04-10,123.5500,124.5077,121.9800,124.0200,777808
1580,ARE&M,2023-04-06,124.3200,124.7400,122.6400,124.3900,604220
1581,ARE&M,2023-04-05,123.5700,124.9350,123.1800,123.6600,895432
1582,ARE&M,2023-04-04,124.9700,125.1250,122.1500,124.0200,715684
1583,ARE&M,2023-04-03,124.6100,126.7850,123.3400,124.3600,922364
1584,ARE&M,2023-03-31,124.4500,125.6800,122.9200,125.5900,1307246
1585,ARE&M,2023-03-30,123.3300,124.9800,123.0000,123.9800,1119747
1586,ARE&M,2023-03-29,120.4100,123.4300,120.3700,123.0300,1096013
1587,ARE&M,2023-03-28,117.5900,119.7700,116.7200,118.4900,989597
1588,ARE&M,2023-03-27,121.8800,122.0800,118.5150,118.7500,1192098
1589,ARE&M,2023-03-24,115.9000,119.9400,114.9450,119.8600,1712885
1590,ARE&M,2023-03-23,117.4000,117.9500,115.8800,116.0600,2298285
1591,ARE&M,2023-03-22,123.0000,123.0000,116.9500,117.0800,1382082
1592,ARE&M,2023-03-21,123.0100,124.4200,121.5900,122.9700,1321482
1593,ARE&M,2023-03-20,120.8700,122.1900,119.7331,121.9000,1984942
1594,ARE&M,2023-03-17,122.6900,123.5300,118.4800,120.8700,5926084
1595,ARE&M,2023-03-16,125.6500,126.1150,121.9400,124.0900,2277279
1596,ARE&M,2023-03-15,124.1900,127.6050,123.2600,126.9500,2291064
1597,ARE&M,2023-03-14,128.5600,128.8900,125.6300,126.5300,2382679
1598,ARE&M,2023-03-13,126.1900,129.9000,125.5800,126.1200,2566918
1599,ARE&M,2023-03-10,138.6000,138.7650,126.1300,126.8000,3106595
1600,ARE&M,2023-03-09,144.4500,145.4000,138.1500,138.8400,1189542
1601,ARE&M,2023-03-08,141.2000,145.2900,141.1613,144.3300,985722
1602,ARE&M,2023-03-07,145.5400,146.4600,141.2200,141.2800,1017039
1603,ARE&M,2023-03-06,144.7200,146.3600,144.6500,145.6200,1007007
1604,ARE&M,2023-03-03,144.4700,144.7199,142.5000,143.8300,1210081
1605,ARE&M,2023-03-02,142.2500,143.8800,141.2501,143.1700,1208995
1606,ARE&M,2023-03-01,148.6100,148.8400,142.6700,142.9100,1675923
1607,ARE&M,2023-02-28,151.1500,153.0650,149.7200,149.7800,1296371
1608,ARE&M,2023-02-27,153.6600,154.1800,151.1300,151.5300,574397
1609,ARE&M,2023-02-24,153.9000,154.1600,151.3400,151.7400,986584
1610,ARE&M,2023-02-23,157.2100,157.9150,154.0450,155.8100,608710
1611,ARE&M,2023-02-22,158.0300,159.1200,155.1900,155.8500,779152
1612,ARE&M,2023-02-21,160.3600,160.7200,156.8800,157.4700,655235
1613,ARE&M,2023-02-17,161.9700,162.0400,160.0500,161.5800,728016
1614,ARE&M,2023-02-16,162.7200,163.7150,161.7900,162.0100,670429
1615,ARE&M,2023-02-15,163.6000,165.4000,163.6000,165.4000,475986
1616,ARE&M,2023-02-14,166.3100,167.2600,164.0500,165.0800,591140
1617,ARE&M,2023-02-13,166.0700,167.3300,165.1800,167.0000,732623
1618,ARE&M,2023-02-10,163.9800,166.0800,163.2500,165.6800,612291
1619,ARE&M,2023-02-09,166.5800,167.7200,164.7800,165.0900,549396
1620,ARE&M,2023-02-08,166.4200,167.7886,164.7600,165.8200,549601
1621,ARE&M,2023-02-07,165.9300,168.7300,164.3700,166.8300,1018585
1622,ARE&M,2023-02-06,165.6300,168.1800,165.0600,167.2600,691044
1623,ARE&M,2023-02-03,168.0700,168.6050,165.0100,167.7900,720713
1624,ARE&M,2023-02-02,164.9900,172.6500,164.9900,170.8200,1047139
1625,ARE&M,2023-02-01,160.2100,164.8200,159.2000,163.2700,844723
1626,ARE&M,2023-01-31,157.1700,161.9050,157.1700,160.7400,1167454
1627,ARE&M,2023-01-30,159.1500,160.7900,157.2100,157.3800,605319
1628,ARE&M,2023-01-27,157.1400,160.9500,156.6200,160.6800,866483
1629,ARE&M,2023-01-26,157.9000,158.4500,155.8900,157.2000,570777
1630,ARE&M,2023-01-25,157.6100,158.7500,156.0500,156.7600,636483
1631,ARE&M,2023-01-24,159.0800,160.1700,157.4300,158.6200,583644
1632,ARE&M,2023-01-23,157.2500,159.8100,156.0900,159.0400,677032
1633,ARE&M,2023-01-20,154.5900,157.0900,153.1100,157.0400,586913
1634,ARE&M,2023-01-19,154.1100,155.9300,153.6300,154.3400,515312
1635,ARE&M,2023-01-18,156.6500,157.3500,154.5700,155.1900,667047
1636,ARE&M,2023-01-17,155.9900,157.1000,155.0300,156.1600,486587
1637,ARE&M,2023-01-13,154.1000,156.3700,153.6900,155.5700,467392
1638,ARE&M,2023-01-12,154.7200,156.3300,152.8550,155.8800,665888
1639,ARE&M,2023-01-11,149.3300,153.8100,149.3300,153.7000,719642
1640,ARE&M,2023-01-10,145.7200,147.7400,145.4300,147.6600,385107
1641,ARE&M,2023-01-09,147.6900,148.7100,146.3800,146.5900,600105
1642,ARE&M,2023-01-06,143.8300,148.1300,143.2800,147.6000,647216
1643,ARE&M,2023-01-05,145.2200,145.4050,142.3300,143.0500,975276
1644,ARE&M,2023-01-04,145.6800,148.8200,145.5100,146.8900,702758
1645,ARE&M,2023-01-03,147.0200,147.2750,141.8700,144.1100,982484
1646,ARE&M,2022-12-30,144.1900,146.1100,143.6600,145.6700,687860
1647,ARE&M,2022-12-29,143.5100,147.0700,143.2500,145.2000,1560445
1648,ARE&M,2022-12-28,146.6300,147.5300,143.3200,143.4500,711824
1649,ARE&M,2022-12-27,147.2300,147.8139,144.9800,146.4500,590412
1650,ARE&M,2022-12-23,144.9500,147.2600,144.4600,147.2400,383515
1651,ARE&M,2022-12-22,145.9900,146.2150,143.4550,146.0700,488629
1652,ARE&M,2022-12-21,146.2400,148.7400,145.5400,146.8900,831864
1653,ARE&M,2022-12-20,142.9100,145.7500,142.2200,144.8700,1233486
1654,ARE&M,2022-12-19,144.6400,145.1000,142.7000,144.1100,969325
1655,ARE&M,2022-12-16,148.0000,148.4100,143.8000,144.9000,1821606
1656,ARE&M,2022-12-15,150.7500,151.9500,149.9086,150.3900,724476
1657,ARE&M,2022-12-14,152.3700,155.9600,151.9700,152.9700,806459
1658,ARE&M,2022-12-13,155.3900,156.1300,150.9800,152.7000,600618
1659,ARE&M,2022-12-12,149.9000,150.0900,147.7900,150.0700,695296
1660,ARE&M,2022-12-09,148.3700,150.0500,147.3800,149.2600,873312
1661,ARE&M,2022-12-08,146.1700,149.1700,145.7500,148.6600,911172
1662,ARE&M,2022-12-07,146.2300,148.0400,144.6900,145.5200,780945
1663,ARE&M,2022-12-06,150.1600,150.5700,146.0550,146.4900,686405
1664,ARE&M,2022-12-05,153.3500,153.6000,149.0700,150.5800,817063
1665,ARE&M,2022-12-02,153.2100,154.2200,152.2700,153.3200,1231017
1666,ARE&M,2022-12-01,156.7400,157.7100,152.9200,154.8700,624091
1667,ARE&M,2022-11-30,151.8600,156.1900,150.3600,155.6100,1131625
1668,ARE&M,2022-11-29,148.8100,152.9100,148.2400,152.5200,528870
1669,ARE&M,2022-11-28,152.9900,153.9000,148.5800,149.0100,742732
1670,ARE&M,2022-11-25,152.2700,154.3500,152.0800,154.1200,352955
1671,ARE&M,2022-11-23,152.1500,153.0899,149.8855,151.8200,510943
1672,ARE&M,2022-11-22,150.7300,153.1400,149.9300,152.6800,862105
1673,ARE&M,2022-11-21,149.9200,151.4984,148.0101,149.8100,449459
1674,ARE&M,2022-11-18,149.5900,150.5000,147.6800,150.1700,629571
1675,ARE&M,2022-11-17,145.0000,148.0300,144.7600,147.2600,377740
1676,ARE&M,2022-11-16,149.3600,149.9400,147.3100,147.3800,571715
1677,ARE&M,2022-11-15,149.9700,150.9600,148.1000,149.8200,739273
1678,ARE&M,2022-11-14,149.9200,150.7561,147.3200,147.3800,619559
1679,ARE&M,2022-11-11,153.0000,154.2500,150.4100,150.9800,764883
1680,ARE&M,2022-11-10,148.8200,154.2000,148.8000,153.5800,714019
1681,ARE&M,2022-11-09,145.1100,146.2500,142.6000,142.7400,511837
1682,ARE&M,2022-11-08,147.2500,147.6200,144.9050,145.6000,469819
1683,ARE&M,2022-11-07,146.8900,147.0500,144.6926,146.8700,670782
1684,ARE&M,2022-11-04,144.4200,146.5800,143.2250,145.9000,548996
1685,ARE&M,2022-11-03,140.3300,143.3400,139.1400,143.0900,538299
1686,ARE&M,2022-11-02,143.9300,148.2700,142.3000,142.3800,948726
1687,ARE&M,2022-11-01,145.7200,146.5200,144.7500,144.7600,647515
1688,ARE&M,2022-10-31,144.2100,145.7800,143.9700,145.3000,770961
1689,ARE&M,2022-10-28,141.4300,145.8900,140.7800,145.7200,671776
1690,ARE&M,2022-10-27,141.0000,143.4150,139.6300,142.0900,817894
1691,ARE&M,2022-10-26,139.9900,141.6550,138.6000,140.1000,873724
1692,ARE&M,2022-10-25,134.6400,140.3600,134.6100,140.2100,1407309
1693,ARE&M,2022-10-24,132.9800,133.5600,130.4300,132.8000,1268840
1694,ARE&M,2022-10-21,128.7600,132.1100,126.7400,132.0500,813037
1695,ARE&M,2022-10-20,130.9900,131.9100,129.0100,129.2400,718780
1696,ARE&M,2022-10-19,131.8400,132.8900,129.6300,130.5900,755318
1697,ARE&M,2022-10-18,136.9200,137.6500,132.6100,133.7600,763343
1698,ARE&M,2022-10-17,133.9000,136.6450,133.5600,134.1900,965894
1699,ARE&M,2022-10-14,136.1900,136.5454,130.9950,131.5500,992457
1700,ARE&M,2022-10-13,130.1200,135.4100,129.1700,134.6500,696764
1701,ARE&M,2022-10-12,134.2800,134.2800,131.5300,133.0600,732990
1702,ARE&M,2022-10-11,131.5300,135.1750,130.3150,134.4800,850619
1703,ARE&M,2022-10-10,135.0500,135.2600,131.7200,132.1400,784631
1704,ARE&M,2022-10-07,137.7900,138.0600,133.7450,134.7400,822031
1705,ARE&M,2022-10-06,140.9900,142.2000,138.6800,139.3300,810621
1706,ARE&M,2022-10-05,142.3800,143.2150,138.6100,141.3500,796412
1707,ARE&M,2022-10-04,145.0700,146.9050,144.1400,145.5500,817067
1708,ARE&M,2022-10-03,141.6200,144.6500,140.2400,144.0900,998247
1709,ARE&M,2022-09-30,139.8800,141.4600,138.6700,140.1900,1369358
1710,ARE&M,2022-09-29,138.5200,139.5150,136.8300,138.4400,1072547
1711,ARE&M,2022-09-28,139.2400,142.2600,138.0812,141.2200,982308
1712,ARE&M,2022-09-27,140.8000,141.1000,137.4050,137.9300,1015914
1713,ARE&M,2022-09-26,142.4800,142.4800,137.7300,139.4600,1262140
1714,ARE&M,2022-09-23,140.4100,143.4300,140.1300,143.0500,1128579
1715,ARE&M,2022-09-22,140.9100,144.7100,138.8600,142.0700,822648
1716,ARE&M,2022-09-21,146.0400,146.5450,141.0500,141.2400,733784
1717,ARE&M,2022-09-20,147.0600,147.1950,143.5800,144.7400,563753
1718,ARE&M,2022-09-19,149.0200,149.4700,146.1700,149.0200,765240
1719,ARE&M,2022-09-16,150.8600,150.8600,147.5000,150.6600,1332739
1720,ARE&M,2022-09-15,151.7900,153.1700,150.7400,150.8900,574284
1721,ARE&M,2022-09-14,152.3600,153.7400,150.4800,151.9900,685183
1722,ARE&M,2022-09-13,156.9800,158.2700,153.0200,153.7300,732552
1723,ARE&M,2022-09-12,159.5800,161.0700,159.1300,160.2800,555234
1724,ARE&M,2022-09-09,156.7800,159.3600,156.3300,158.8400,671896
1725,ARE&M,2022-09-08,152.8100,157.3000,152.8100,156.9400,636113
1726,ARE&M,2022-09-07,152.9600,154.7500,152.3750,154.3400,558101
1727,ARE&M,2022-09-06,151.1900,153.0900,150.5200,152.6700,565492
1728,ARE&M,2022-09-02,153.7200,154.2700,149.9700,150.3900,748658
1729,ARE&M,2022-09-01,152.0000,153.1400,149.8800,151.7500,1189663
1730,ARE&M,2022-08-31,155.1900,156.2100,153.3500,153.4000,1309052
1731,ARE&M,2022-08-30,156.4900,157.3400,153.7900,153.9800,573550
1732,ARE&M,2022-08-29,157.1600,157.4050,155.4100,155.7100,527042
1733,ARE&M,2022-08-26,162.1500,162.4900,157.8700,158.0000,700518
1734,ARE&M,2022-08-25,160.3100,162.4500,160.0900,161.9500,931316
1735,ARE&M,2022-08-24,158.1800,160.2700,158.0950,159.3500,745079
1736,ARE&M,2022-08-23,159.9900,160.7100,157.6200,157.6800,803238
1737,ARE&M,2022-08-22,161.9800,162.4000,159.3116,160.1800,857549
1738,ARE&M,2022-08-19,164.8300,165.3700,161.9600,163.1500,2174762
1739,ARE&M,2022-08-18,171.2600,171.2600,165.7300,165.8600,940241
1740,ARE&M,2022-08-17,169.7100,171.4100,169.4600,170.7300,1103478
1741,ARE&M,2022-08-16,168.7500,171.8400,168.3808,171.5800,613464
1742,ARE&M,2022-08-15,169.7400,170.8800,168.5900,170.0400,552194
1743,ARE&M,2022-08-12,168.4000,170.2200,167.4000,170.0900,655168
1744,ARE&M,2022-08-11,167.6900,168.2000,166.2000,166.9700,790411
1745,ARE&M,2022-08-10,164.9100,166.7500,164.1900,166.5600,800250
1746,ARE&M,2022-08-09,163.0900,163.0900,161.2000,162.0500,694614
1747,ARE&M,2022-08-08,161.4800,163.6750,161.3300,162.5200,732522
1748,ARE&M,2022-08-05,158.6900,159.9700,158.5450,159.7800,527589
1749,ARE&M,2022-08-04,159.0000,160.1100,158.5000,159.9100,781270
1750,ARE&M,2022-08-03,160.3000,162.2800,159.1600,159.3700,844199
1751,ARE&M,2022-08-02,164.0000,164.0100,159.5100,159.6700,1561457
1752,ARE&M,2022-08-01,164.1900,165.5600,162.7700,164.3200,1073281
1753,ARE&M,2022-07-29,162.8300,166.2600,162.8300,165.7800,1013876
1754,ARE&M,2022-07-28,159.2200,163.6300,158.7500,163.2000,1492110
1755,ARE&M,2022-07-27,156.6800,159.3900,154.4600,158.2700,1166038
1756,ARE&M,2022-07-26,151.3700,157.2900,150.8100,156.4900,1562434
1757,ARE&M,2022-07-25,149.8000,151.4700,149.2800,150.2900,803897
1758,ARE&M,2022-07-22,149.7600,151.8750,148.5100,150.2200,1051038
1759,ARE&M,2022-07-21,147.4500,148.8000,146.0800,148.1900,1596624
1760,ARE&M,2022-07-20,147.3900,149.3500,146.2200,147.8000,1389899
1761,ARE&M,2022-07-19,143.3500,146.6700,143.1600,146.5600,1193526
1762,ARE&M,2022-07-18,143.9700,144.6499,141.2201,141.8600,965449
1763,ARE&M,2022-07-15,139.6400,142.8600,139.0600,142.8100,844070
1764,ARE&M,2022-07-14,138.4700,139.8997,137.1800,137.4100,1096218
1765,ARE&M,2022-07-13,141.2400,142.2700,139.9300,140.6800,1225423
1766,ARE&M,2022-07-12,142.3100,144.3600,142.1800,143.2100,998224
1767,ARE&M,2022-07-11,145.1100,146.4500,142.9800,143.4700,714195
1768,ARE&M,2022-07-08,149.0700,149.0700,146.3000,146.3500,1068222
1769,ARE&M,2022-07-07,150.4500,152.2700,149.3100,149.6100,1077576
1770,ARE&M,2022-07-06,150.1600,151.8900,149.5600,150.0200,781149
1771,ARE&M,2022-07-05,146.8400,149.3500,144.7900,149.3200,725782
1772,ARE&M,2022-07-01,144.8800,148.9000,144.1850,148.1300,683432
1773,ARE&M,2022-06-30,143.0700,146.5600,141.8600,145.0300,1357168
1774,ARE&M,2022-06-29,142.7700,145.4050,142.5644,144.5400,907564
1775,ARE&M,2022-06-28,146.5100,148.5270,144.2300,144.5000,1403268
1776,ARE&M,2022-06-27,143.3600,146.7900,143.1800,145.6600,1723321
1777,ARE&M,2022-06-24,139.1400,144.0700,138.7900,143.5300,1857328
1778,ARE&M,2022-06-23,133.0400,138.2100,133.0400,137.9500,1364701
1779,ARE&M,2022-06-22,130.4100,134.8150,130.3000,133.3900,1864901
1780,ARE&M,2022-06-21,132.8900,134.2300,131.4500,131.6200,1711408
1781,ARE&M,2022-06-17,130.0000,132.9050,130.0000,131.7800,3789270
1782,ARE&M,2022-06-16,132.4300,133.1200,130.0200,130.5400,1289047
1783,ARE&M,2022-06-15,136.9800,138.8000,134.3700,135.7300,1364550
1784,ARE&M,2022-06-14,137.2700,138.5500,134.5800,135.3700,2055336
1785,ARE&M,2022-06-13,142.6600,143.5810,135.9300,136.7100,1375402
1786,ARE&M,2022-06-10,148.0800,148.6100,146.2500,146.2900,981073
1787,ARE&M,2022-06-09,155.3000,156.3400,150.2900,150.4700,1104375
1788,ARE&M,2022-06-08,162.8800,162.8800,155.7800,156.0800,980819
1789,ARE&M,2022-06-07,161.8400,164.3900,159.0200,164.3200,1009919
1790,ARE&M,2022-06-06,164.6600,165.1200,162.1300,162.5700,881398
1791,ARE&M,2022-06-03,165.0000,165.0700,163.0400,163.3700,528876
1792,ARE&M,2022-06-02,163.1000,166.7700,162.3901,166.6500,576207
1793,ARE&M,2022-06-01,166.0200,166.6300,162.2150,163.8100,897412
1794,ARE&M,2022-05-31,167.1500,167.6700,165.3900,165.9500,1519858
1795,ARE&M,2022-05-27,164.1300,169.1200,164.1300,168.5900,723345
1796,ARE&M,2022-05-26,162.0700,164.3850,159.9350,163.3000,1269624
1797,ARE&M,2022-05-25,159.9900,162.1900,159.4100,160.2800,1049065
1798,ARE&M,2022-05-24,160.9400,160.9400,157.4500,160.2500,1091672
1799,ARE&M,2022-05-23,161.4200,162.7800,158.4800,160.7100,738525
1800,ARE&M,2022-05-20,158.0000,159.8900,157.1500,159.7100,1603941
1801,ARE&M,2022-05-19,157.9000,160.3500,156.9400,157.8200,1123717
1802,ARE&M,2022-05-18,164.9800,165.0400,157.3676,158.0000,866126
1803,ARE&M,2022-05-17,165.9500,166.0600,163.6200,165.5400,1064799
1804,ARE&M,2022-05-16,166.7800,166.9300,164.1700,164.9500,700018
1805,ARE&M,2022-05-13,163.8100,166.4800,161.3200,166.4500,1426002
1806,ARE&M,2022-05-12,161.3900,163.6200,159.7550,161.9600,1338208
1807,ARE&M,2022-05-11,163.1300,166.5950,161.5400,161.7200,1340618
1808,ARE&M,2022-05-10,169.2700,171.3100,162.6600,163.1600,1180192
1809,ARE&M,2022-05-09,174.7500,175.4900,166.6150,167.2700,1241368
1810,ARE&M,2022-05-06,178.8200,178.9600,174.6700,176.6800,727518
1811,ARE&M,2022-05-05,183.6100,184.6768,177.3700,179.1800,928287
1812,ARE&M,2022-05-04,180.6900,184.6800,178.8900,184.3100,785772
1813,ARE&M,2022-05-03,179.1800,182.1450,177.7800,180.5100,843509
1814,ARE&M,2022-05-02,182.0400,182.9600,174.0100,178.1500,1073242
1815,ARE&M,2022-04-29,189.4400,189.8200,181.7100,182.1600,1381188
1816,ARE&M,2022-04-28,188.4500,190.9200,187.4100,190.4400,800476
1817,ARE&M,2022-04-27,190.1800,191.4000,187.3500,187.3800,951749
1818,ARE&M,2022-04-26,190.0000,194.4550,189.9400,190.6000,905059
1819,ARE&M,2022-04-25,195.7000,195.9750,190.6200,193.0000,1264827
