Date,company,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
06-Jun-18,BAJAJ STEEL LTD,195,205,195,197.5,1872,29
05-Jun-18,BAJAJ STEEL LTD,201.05,201.05,196.1,198.5,1698,40
04-Jun-18,BAJAJ STEEL LTD,230,230,202.5,213.55,3970,74
01-Jun-18,BAJAJ STEEL LTD,235.3,235.3,222,223.85,18582,191
31-May-18,BAJAJ STEEL LTD,213.95,213.95,213.95,213.95,1306,20
30-May-18,BAJAJ STEEL LTD,199.85,204.95,186,194.5,2065,33
29-May-18,BAJAJ STEEL LTD,191.1,196.95,186.1,196,1412,12
28-May-18,BAJAJ STEEL LTD,189,200,189,191.3,5074,50
25-May-18,BAJAJ STEEL LTD,197.4,197.4,178,183.5,327,14
24-May-18,BAJAJ STEEL LTD,199.9,199.9,175.2,185,509,7
23-May-18,BAJAJ STEEL LTD,168.2,186,168.2,186,194,6
22-May-18,BAJAJ STEEL LTD,180.9,180.9,170.3,172.45,521,26
21-May-18,BAJAJ STEEL LTD,173,175,173,174.8,101,4
18-May-18,BAJAJ STEEL LTD,174.1,181,174.1,176.2,1532,19
17-May-18,BAJAJ STEEL LTD,180,183,180,181.1,630,9
16-May-18,BAJAJ STEEL LTD,181.9,182,174,181.6,134,6
15-May-18,BAJAJ STEEL LTD,177.1,182.25,177.1,180,1872,31
14-May-18,BAJAJ STEEL LTD,189.9,189.9,181.5,187.25,404,9
11-May-18,BAJAJ STEEL LTD,185.25,185.5,184.05,185.05,1090,17
10-May-18,BAJAJ STEEL LTD,188.05,188.05,186,186,141,9
09-May-18,BAJAJ STEEL LTD,189,193.9,186,187.8,700,8
08-May-18,BAJAJ STEEL LTD,191,196,189.05,190.5,708,11
07-May-18,BAJAJ STEEL LTD,190.55,200.95,188.05,190,3067,42
04-May-18,BAJAJ STEEL LTD,188,198.95,185,192.1,806,23
03-May-18,BAJAJ STEEL LTD,190,195,190,192,556,10
02-May-18,BAJAJ STEEL LTD,200,205.5,190.6,195.65,3597,45
30-Apr-18,BAJAJ STEEL LTD,198.1,203,195.05,201,525,15
27-Apr-18,BAJAJ STEEL LTD,198.1,198.1,198.1,198.1,89,3
26-Apr-18,BAJAJ STEEL LTD,198.1,198.1,195.6,197,626,14
25-Apr-18,BAJAJ STEEL LTD,204,205,196.75,197.5,750,16
24-Apr-18,BAJAJ STEEL LTD,197.15,206.9,197.05,205.35,1484,36
23-Apr-18,BAJAJ STEEL LTD,202.55,202.95,190,196.1,728,12
20-Apr-18,BAJAJ STEEL LTD,206,206,202,202.55,369,12
19-Apr-18,BAJAJ STEEL LTD,208,208,205.6,208,553,11
18-Apr-18,BAJAJ STEEL LTD,208.6,214,205.5,207.2,1055,16
17-Apr-18,BAJAJ STEEL LTD,204.25,212.85,204.25,206.7,1310,24
16-Apr-18,BAJAJ STEEL LTD,218.5,221,206.55,208.55,7018,83
13-Apr-18,BAJAJ STEEL LTD,204,219.55,200.55,214.45,12240,146
12-Apr-18,BAJAJ STEEL LTD,195.05,204.95,195.05,199.6,228,9
11-Apr-18,BAJAJ STEEL LTD,204,204,197.25,198,270,4
10-Apr-18,BAJAJ STEEL LTD,201.05,201.05,201.05,201.05,150,2
09-Apr-18,BAJAJ STEEL LTD,204,210,203,205,3191,48
06-Apr-18,BAJAJ STEEL LTD,192,203.85,192,202.35,866,27
05-Apr-18,BAJAJ STEEL LTD,191,191,190,190,516,16
04-Apr-18,BAJAJ STEEL LTD,188.65,196.25,188.65,190,675,11
03-Apr-18,BAJAJ STEEL LTD,180,194.5,180,194.5,202,5
02-Apr-18,BAJAJ STEEL LTD,184.75,186.6,180.05,186.6,265,8
28-Mar-18,BAJAJ STEEL LTD,182.4,182.4,177.75,177.75,218,5
27-Mar-18,BAJAJ STEEL LTD,186.95,187,181,182.2,4890,23
26-Mar-18,BAJAJ STEEL LTD,175.05,187,172.5,178.4,2782,26
23-Mar-18,BAJAJ STEEL LTD,180.1,189.75,178,178.95,2819,41
22-Mar-18,BAJAJ STEEL LTD,190,190,182,184,491,17
21-Mar-18,BAJAJ STEEL LTD,189.9,193.4,186.1,188.2,4979,42
20-Mar-18,BAJAJ STEEL LTD,187,194.95,185,185.7,5159,24
19-Mar-18,BAJAJ STEEL LTD,187.55,194,187.55,188.8,72,5
16-Mar-18,BAJAJ STEEL LTD,192,202.95,187.55,191.4,1402,36
15-Mar-18,BAJAJ STEEL LTD,192,197.8,191.5,197.2,371,10
14-Mar-18,BAJAJ STEEL LTD,199,199,195,195,278,13
13-Mar-18,BAJAJ STEEL LTD,200,203.55,196.5,196.5,478,14
12-Mar-18,BAJAJ STEEL LTD,201.05,201.05,196.1,198.3,610,21
09-Mar-18,BAJAJ STEEL LTD,197,204.4,197,201.05,994,19
08-Mar-18,BAJAJ STEEL LTD,195.35,201.95,189.1,200.7,2654,42
07-Mar-18,BAJAJ STEEL LTD,203,203.6,194.15,195.35,5240,84
06-Mar-18,BAJAJ STEEL LTD,207,211,202.55,203.7,1840,51
05-Mar-18,BAJAJ STEEL LTD,215.9,215.9,202.5,204,5018,112
01-Mar-18,BAJAJ STEEL LTD,201.1,218.4,201.1,212.9,10631,114
28-Feb-18,BAJAJ STEEL LTD,207,210.8,200.95,209.4,4290,49
27-Feb-18,BAJAJ STEEL LTD,205,205,200,201.3,1902,30
26-Feb-18,BAJAJ STEEL LTD,211,213.4,201.8,202.25,3081,56
23-Feb-18,BAJAJ STEEL LTD,200,212.4,200,212.4,5335,51
22-Feb-18,BAJAJ STEEL LTD,202.05,209.9,202.05,202.3,3177,52
21-Feb-18,BAJAJ STEEL LTD,216.95,216.95,202,207.95,10653,99
20-Feb-18,BAJAJ STEEL LTD,212,217.6,211,211,135,8
19-Feb-18,BAJAJ STEEL LTD,220,220,209.2,210.35,572,29
16-Feb-18,BAJAJ STEEL LTD,225.05,225.05,217.25,217.25,2911,33
15-Feb-18,BAJAJ STEEL LTD,238,238.9,228.65,228.65,5294,60
14-Feb-18,BAJAJ STEEL LTD,250.85,250.85,240,240.65,47088,317
12-Feb-18,BAJAJ STEEL LTD,238.95,238.95,238.95,238.95,1308,24
09-Feb-18,BAJAJ STEEL LTD,227.6,227.6,227.6,227.6,1898,30
08-Feb-18,BAJAJ STEEL LTD,216.8,216.8,216.8,216.8,2180,18
07-Feb-18,BAJAJ STEEL LTD,195,206.6,195,206.5,2037,47
06-Feb-18,BAJAJ STEEL LTD,185,197,182.3,196.8,1769,21
05-Feb-18,BAJAJ STEEL LTD,190,190,183.25,190,964,27
02-Feb-18,BAJAJ STEEL LTD,192.45,204.5,191.9,192.5,816,17
01-Feb-18,BAJAJ STEEL LTD,195,202.7,195,202,108,10
31-Jan-18,BAJAJ STEEL LTD,203.9,205,195.1,195.1,346,13
30-Jan-18,BAJAJ STEEL LTD,200,204.6,195.6,204.2,422,14
29-Jan-18,BAJAJ STEEL LTD,195.3,205,195.3,205,267,10
25-Jan-18,BAJAJ STEEL LTD,199.05,203.5,195.25,202.25,965,13
24-Jan-18,BAJAJ STEEL LTD,204.4,204.4,201,203.75,958,16
23-Jan-18,BAJAJ STEEL LTD,200.15,204.4,200.1,200.65,572,22
22-Jan-18,BAJAJ STEEL LTD,203,209,199.5,201.95,910,15
19-Jan-18,BAJAJ STEEL LTD,204,209,197.1,208.05,1309,17
18-Jan-18,BAJAJ STEEL LTD,205,209,202,203.15,2618,31
17-Jan-18,BAJAJ STEEL LTD,195.75,215.05,195.75,205.6,960,27
16-Jan-18,BAJAJ STEEL LTD,214,214,204.65,204.85,4317,41
15-Jan-18,BAJAJ STEEL LTD,203,223,203,214,3181,53
12-Jan-18,BAJAJ STEEL LTD,218.3,218.3,207.6,213.05,3951,46
11-Jan-18,BAJAJ STEEL LTD,210.6,218.4,210.6,218.3,823,18
10-Jan-18,BAJAJ STEEL LTD,220,220,217,220,1553,15
09-Jan-18,BAJAJ STEEL LTD,218,225.2,218,219.6,2459,37
08-Jan-18,BAJAJ STEEL LTD,226.95,236,220,227.65,436,22
05-Jan-18,BAJAJ STEEL LTD,228,228,216.75,226.95,798,28
04-Jan-18,BAJAJ STEEL LTD,218.7,227.9,218.7,224.9,4728,59
03-Jan-18,BAJAJ STEEL LTD,219.8,223,215,218.7,1592,34
02-Jan-18,BAJAJ STEEL LTD,221,221,206.6,220,2550,38
01-Jan-18,BAJAJ STEEL LTD,216.05,222,216.05,217,663,22
29-Dec-17,BAJAJ STEEL LTD,213.8,220,213.8,216.05,434,23
28-Dec-17,BAJAJ STEEL LTD,224,225,208.6,224.95,990,29
27-Dec-17,BAJAJ STEEL LTD,216,225.6,214.5,216,8784,92
26-Dec-17,BAJAJ STEEL LTD,226,226,225.75,225.75,3318,65
22-Dec-17,BAJAJ STEEL LTD,242,247,237.5,237.6,4928,97
21-Dec-17,BAJAJ STEEL LTD,254.95,254.95,241,249.95,2114,56
20-Dec-17,BAJAJ STEEL LTD,245,257.8,240.6,244.05,14630,262
19-Dec-17,BAJAJ STEEL LTD,227.55,245,222.3,238.4,12290,173
18-Dec-17,BAJAJ STEEL LTD,229.25,231.6,210,226.3,11029,207
15-Dec-17,BAJAJ STEEL LTD,220,233.95,216.7,229.25,20853,177
14-Dec-17,BAJAJ STEEL LTD,223.75,223.75,209.2,212.55,2851,64
13-Dec-17,BAJAJ STEEL LTD,213.15,223,213.1,218.2,6046,67
12-Dec-17,BAJAJ STEEL LTD,230,230,214.05,215.1,4234,114
11-Dec-17,BAJAJ STEEL LTD,227.05,238,218,225.15,22455,302
08-Dec-17,BAJAJ STEEL LTD,194.05,228.95,190.25,216.05,25252,341
07-Dec-17,BAJAJ STEEL LTD,174.5,206.55,174.5,190.8,11114,243
06-Dec-17,BAJAJ STEEL LTD,176.5,176.9,170,172.15,819,34
05-Dec-17,BAJAJ STEEL LTD,167.7,172,167.65,169.5,1014,19
04-Dec-17,BAJAJ STEEL LTD,171.05,175,171.05,171.05,1191,14
01-Dec-17,BAJAJ STEEL LTD,169,176.5,169,170.2,1430,25
30-Nov-17,BAJAJ STEEL LTD,179.9,179.9,175.2,176.5,798,23
29-Nov-17,BAJAJ STEEL LTD,175,177,175,176.5,713,14
28-Nov-17,BAJAJ STEEL LTD,179.95,179.95,172.1,175,791,21
27-Nov-17,BAJAJ STEEL LTD,170,182.9,170,173,2502,65
24-Nov-17,BAJAJ STEEL LTD,172,184,170.15,178.85,10236,174
23-Nov-17,BAJAJ STEEL LTD,185,185,155.05,162.5,14079,244
22-Nov-17,BAJAJ STEEL LTD,178,187.25,172.2,175.75,18647,327
21-Nov-17,BAJAJ STEEL LTD,158,158,144.45,156.05,351,13
17-Nov-17,BAJAJ STEEL LTD,143,154,143,150,2780,10
16-Nov-17,BAJAJ STEEL LTD,154,154,146.45,147.9,277,12
15-Nov-17,BAJAJ STEEL LTD,140,150,140,146.45,429,16
14-Nov-17,BAJAJ STEEL LTD,157,157,157,157,10,10
13-Nov-17,BAJAJ STEEL LTD,149,157,149,157,141,13
10-Nov-17,BAJAJ STEEL LTD,153,153.9,150.1,150.2,2395,26
09-Nov-17,BAJAJ STEEL LTD,150,154,146.1,152.4,324,11
08-Nov-17,BAJAJ STEEL LTD,152.85,160,152,152,1113,18
07-Nov-17,BAJAJ STEEL LTD,142.15,154,142.15,151.55,878,18
06-Nov-17,BAJAJ STEEL LTD,151,158.3,148,150.25,329,16
03-Nov-17,BAJAJ STEEL LTD,145,165,143.85,151.05,1344,30
02-Nov-17,BAJAJ STEEL LTD,147.85,154,147.85,149.85,574,14
01-Nov-17,BAJAJ STEEL LTD,153.05,153.05,150,150.55,323,17
31-Oct-17,BAJAJ STEEL LTD,151.5,164.9,151,156.5,4400,115
30-Oct-17,BAJAJ STEEL LTD,147.5,153,142.05,149.5,1294,15
27-Oct-17,BAJAJ STEEL LTD,151.9,151.9,141.25,147.5,683,18
26-Oct-17,BAJAJ STEEL LTD,150,150,141,149,135,8
25-Oct-17,BAJAJ STEEL LTD,144,152.5,140,141,430,17
24-Oct-17,BAJAJ STEEL LTD,147,153,136.2,150.75,1194,23
23-Oct-17,BAJAJ STEEL LTD,142,148.7,139.3,147,225,12
18-Oct-17,BAJAJ STEEL LTD,138.3,145.95,138.3,141.4,307,10
17-Oct-17,BAJAJ STEEL LTD,141.9,141.9,141.9,141.9,50,1
16-Oct-17,BAJAJ STEEL LTD,140.2,145.95,140.2,141.85,289,7
13-Oct-17,BAJAJ STEEL LTD,138,149.7,138,140.1,510,15
12-Oct-17,BAJAJ STEEL LTD,132.3,153,132.3,145.3,176,9
11-Oct-17,BAJAJ STEEL LTD,137.35,143,137.35,143,118,7
10-Oct-17,BAJAJ STEEL LTD,150,152.6,144.25,144.7,226,7
09-Oct-17,BAJAJ STEEL LTD,140,150,140,149.3,2938,34
06-Oct-17,BAJAJ STEEL LTD,140,140,139.95,139.95,300,6
05-Oct-17,BAJAJ STEEL LTD,136.95,139.95,136,139.95,337,13
04-Oct-17,BAJAJ STEEL LTD,143.5,143.5,136.2,136.2,101,2
03-Oct-17,BAJAJ STEEL LTD,141,141,135.15,135.6,260,4
28-Sep-17,BAJAJ STEEL LTD,142,145,140,140.55,723,22
27-Sep-17,BAJAJ STEEL LTD,140,153.9,139.2,144.95,112,10
26-Sep-17,BAJAJ STEEL LTD,150.7,150.7,149,149,76,5
25-Sep-17,BAJAJ STEEL LTD,142,148.95,130.1,142,871,27
22-Sep-17,BAJAJ STEEL LTD,140.15,141.25,140,140.9,446,10
21-Sep-17,BAJAJ STEEL LTD,147.2,150.7,140,150,593,32
20-Sep-17,BAJAJ STEEL LTD,146.5,154,146.5,147.2,474,16
19-Sep-17,BAJAJ STEEL LTD,157.8,157.8,145.1,147.35,932,28
18-Sep-17,BAJAJ STEEL LTD,151.25,155,145.2,153.4,173,10
15-Sep-17,BAJAJ STEEL LTD,152,152,143.25,151.25,189,13
14-Sep-17,BAJAJ STEEL LTD,155.1,158,146.3,147.55,1750,60
13-Sep-17,BAJAJ STEEL LTD,173.15,176,153.1,155.75,22998,419
12-Sep-17,BAJAJ STEEL LTD,132,162.35,132,162.35,19986,220
11-Sep-17,BAJAJ STEEL LTD,138.9,144,133.6,135.3,1512,42
08-Sep-17,BAJAJ STEEL LTD,138,138,137.7,137.7,31,2
07-Sep-17,BAJAJ STEEL LTD,135.25,137,131.2,136,2550,23
06-Sep-17,BAJAJ STEEL LTD,131.2,134,131.2,131.25,1601,6
05-Sep-17,BAJAJ STEEL LTD,126,135.7,126,132.5,2568,29
04-Sep-17,BAJAJ STEEL LTD,137,138,132,132,1104,22
01-Sep-17,BAJAJ STEEL LTD,132,138.8,131.5,132.35,2158,45
31-Aug-17,BAJAJ STEEL LTD,131.3,135.9,131.3,132.9,2104,25
30-Aug-17,BAJAJ STEEL LTD,132,136.8,131.1,135.7,211,16
29-Aug-17,BAJAJ STEEL LTD,132.25,137.9,130.25,131.65,2823,41
28-Aug-17,BAJAJ STEEL LTD,130.5,138.8,130.5,135.05,3706,47
24-Aug-17,BAJAJ STEEL LTD,138,138,134,135,1584,24
23-Aug-17,BAJAJ STEEL LTD,140,140,134.9,134.9,452,5
22-Aug-17,BAJAJ STEEL LTD,137.9,137.9,130,134.2,1620,24
21-Aug-17,BAJAJ STEEL LTD,131,137.45,131,135,1539,16
18-Aug-17,BAJAJ STEEL LTD,125.25,137.8,125.25,131.05,5631,52
17-Aug-17,BAJAJ STEEL LTD,130.5,141.95,128,134.3,11831,91
16-Aug-17,BAJAJ STEEL LTD,125.5,133.95,125.5,130.25,5060,51
14-Aug-17,BAJAJ STEEL LTD,120,134,120,130.25,5021,36
11-Aug-17,BAJAJ STEEL LTD,117.5,130,117.5,128.65,4200,19
10-Aug-17,BAJAJ STEEL LTD,130.05,138.5,129,129.1,1110,26
09-Aug-17,BAJAJ STEEL LTD,131.1,137,131.1,133.2,4468,62
08-Aug-17,BAJAJ STEEL LTD,135.05,135.3,135.05,135.1,250,5
07-Aug-17,BAJAJ STEEL LTD,139,139,139,139,61,3
04-Aug-17,BAJAJ STEEL LTD,139.35,142,139,142,395,7
03-Aug-17,BAJAJ STEEL LTD,144.95,144.95,138,139.35,697,22
02-Aug-17,BAJAJ STEEL LTD,145.9,145.95,137.3,141.75,3528,40
01-Aug-17,BAJAJ STEEL LTD,145,148,136.6,142.5,3033,52
31-Jul-17,BAJAJ STEEL LTD,141.9,144,139.25,140,906,10
28-Jul-17,BAJAJ STEEL LTD,146.8,146.8,138.8,141.6,4154,34
27-Jul-17,BAJAJ STEEL LTD,143,147.75,138,138.8,8562,62
26-Jul-17,BAJAJ STEEL LTD,139.9,148,139.9,141.7,5026,51
25-Jul-17,BAJAJ STEEL LTD,137.6,141,137.6,138.2,2414,28
24-Jul-17,BAJAJ STEEL LTD,139.8,141.95,135.35,140.95,2950,45
21-Jul-17,BAJAJ STEEL LTD,142,143,138.25,140,1365,26
20-Jul-17,BAJAJ STEEL LTD,139.95,141.75,135.3,139.5,2180,28
19-Jul-17,BAJAJ STEEL LTD,140,140,137,139.95,208,4
18-Jul-17,BAJAJ STEEL LTD,140,140,138,138,250,3
17-Jul-17,BAJAJ STEEL LTD,137.05,139.8,137.05,138,439,12
14-Jul-17,BAJAJ STEEL LTD,138,141,138,140,1781,17
13-Jul-17,BAJAJ STEEL LTD,140,142.4,137,138.85,1078,25
12-Jul-17,BAJAJ STEEL LTD,141,141,140,140,3082,15
11-Jul-17,BAJAJ STEEL LTD,140.5,144,140,140.45,4959,42
10-Jul-17,BAJAJ STEEL LTD,141,147.9,139.5,141.5,3210,46
07-Jul-17,BAJAJ STEEL LTD,138,148.75,138,143.55,3217,36
06-Jul-17,BAJAJ STEEL LTD,141.6,148.8,141.6,146.55,5245,66
05-Jul-17,BAJAJ STEEL LTD,155,155,142,146.4,3629,38
04-Jul-17,BAJAJ STEEL LTD,142.75,142.75,135.6,142.4,70,4
03-Jul-17,BAJAJ STEEL LTD,135.35,138.35,135.35,138.15,200,4
30-Jun-17,BAJAJ STEEL LTD,141,143.95,137.3,139.9,142,10
29-Jun-17,BAJAJ STEEL LTD,138,141,136,141,1909,19
28-Jun-17,BAJAJ STEEL LTD,135,139.85,135,137.3,1362,25
27-Jun-17,BAJAJ STEEL LTD,136.15,136.45,133.05,134.7,2419,27
23-Jun-17,BAJAJ STEEL LTD,141,145,136.1,136.15,2976,25
22-Jun-17,BAJAJ STEEL LTD,135.25,144,135.25,137.75,4063,49
21-Jun-17,BAJAJ STEEL LTD,144,144,139.5,140.05,839,25
20-Jun-17,BAJAJ STEEL LTD,141.75,141.8,140.5,140.5,737,10
19-Jun-17,BAJAJ STEEL LTD,135.25,150,135.25,139.15,1863,27
16-Jun-17,BAJAJ STEEL LTD,142.85,142.85,138,140.45,2410,15
15-Jun-17,BAJAJ STEEL LTD,136.05,141.9,136,137.6,1591,27
14-Jun-17,BAJAJ STEEL LTD,137.55,141.8,136.65,141,1626,24
13-Jun-17,BAJAJ STEEL LTD,142.25,142.25,134.7,139.8,2539,21
12-Jun-17,BAJAJ STEEL LTD,133.5,143.9,133.5,137.4,2883,44
09-Jun-17,BAJAJ STEEL LTD,134.1,138.9,134.1,136.1,645,9
08-Jun-17,BAJAJ STEEL LTD,136.5,141.9,136.5,136.65,2823,25
07-Jun-17,BAJAJ STEEL LTD,135.55,136.5,134,136.3,1375,25
06-Jun-17,BAJAJ STEEL LTD,142,142,133.9,135.55,5835,54
05-Jun-17,BAJAJ STEEL LTD,136,138.75,133,134.5,1906,39
02-Jun-17,BAJAJ STEEL LTD,135.15,144,135.15,136,2663,40
01-Jun-17,BAJAJ STEEL LTD,135.6,138.8,134.4,135.9,4742,52
31-May-17,BAJAJ STEEL LTD,136.5,143,132.25,134.15,3012,44
30-May-17,BAJAJ STEEL LTD,146,157.8,133.25,137.6,4648,55
29-May-17,BAJAJ STEEL LTD,140,156.95,133,136.05,11339,110
26-May-17,BAJAJ STEEL LTD,150.45,150.5,142.1,146,666,23
25-May-17,BAJAJ STEEL LTD,148,151,142.65,151,667,12
24-May-17,BAJAJ STEEL LTD,150.05,150.05,150,150,110,4
23-May-17,BAJAJ STEEL LTD,155.5,164.4,147.8,154.2,787,56
22-May-17,BAJAJ STEEL LTD,160,161,155,157.15,4022,59
19-May-17,BAJAJ STEEL LTD,157.65,157.65,154,154,30,3
18-May-17,BAJAJ STEEL LTD,152.05,166,152.05,157.65,4535,97
17-May-17,BAJAJ STEEL LTD,141,155,141,152.25,755,20
16-May-17,BAJAJ STEEL LTD,145.25,153.7,145.25,150.65,732,18
15-May-17,BAJAJ STEEL LTD,143.1,152.35,143.1,147.6,390,6
12-May-17,BAJAJ STEEL LTD,157.95,158,150,152.35,455,9
11-May-17,BAJAJ STEEL LTD,143.65,159.95,143.6,150,530,14
09-May-17,BAJAJ STEEL LTD,158.65,158.65,146.35,154,739,20
08-May-17,BAJAJ STEEL LTD,147,156,147,155.55,1828,30
05-May-17,BAJAJ STEEL LTD,158,159.7,147.7,147.9,622,16
04-May-17,BAJAJ STEEL LTD,155.4,162,155,155.1,1267,20
03-May-17,BAJAJ STEEL LTD,162,162,154.5,154.7,465,12
02-May-17,BAJAJ STEEL LTD,161,162.5,154.15,155.6,2420,37
28-Apr-17,BAJAJ STEEL LTD,150,172,150,162.8,9486,213
27-Apr-17,BAJAJ STEEL LTD,148.9,150,146,148.45,8298,89
26-Apr-17,BAJAJ STEEL LTD,144,145.85,142,143.2,7286,53
25-Apr-17,BAJAJ STEEL LTD,142,146,141.6,145,1447,16
24-Apr-17,BAJAJ STEEL LTD,140.05,146.75,140.05,142.9,850,15
21-Apr-17,BAJAJ STEEL LTD,143.5,146.5,143,143,898,9
20-Apr-17,BAJAJ STEEL LTD,146.5,147.9,141.7,143.5,4036,31
19-Apr-17,BAJAJ STEEL LTD,146.6,146.6,141.6,143,1607,11
18-Apr-17,BAJAJ STEEL LTD,146.65,146.65,141.8,142.6,1495,19
17-Apr-17,BAJAJ STEEL LTD,139.05,146.95,139,146.6,2652,38
13-Apr-17,BAJAJ STEEL LTD,146,146.7,143.25,143.45,3057,22
12-Apr-17,BAJAJ STEEL LTD,143,146.9,141.15,144.2,1745,28
11-Apr-17,BAJAJ STEEL LTD,141,144.9,140.25,140.65,2647,53
10-Apr-17,BAJAJ STEEL LTD,141.25,146,141.25,142.05,2434,21
07-Apr-17,BAJAJ STEEL LTD,145,146,141.15,141.2,884,11
06-Apr-17,BAJAJ STEEL LTD,141,144,140.5,142.7,1717,19
05-Apr-17,BAJAJ STEEL LTD,139,144.95,139,141.3,703,18
03-Apr-17,BAJAJ STEEL LTD,146.8,146.8,141.3,143.25,1451,18
31-Mar-17,BAJAJ STEEL LTD,140.25,144.25,140.25,141,1439,22
30-Mar-17,BAJAJ STEEL LTD,141.05,145,140,143.45,1659,30
29-Mar-17,BAJAJ STEEL LTD,140.25,144.9,139.25,140.45,4760,31
28-Mar-17,BAJAJ STEEL LTD,140,149,140,144.15,6660,32
27-Mar-17,BAJAJ STEEL LTD,138,146.9,138,143.6,4080,24
24-Mar-17,BAJAJ STEEL LTD,142,145,138.45,142.75,2446,24
23-Mar-17,BAJAJ STEEL LTD,144,144,142,142.6,419,9
22-Mar-17,BAJAJ STEEL LTD,141.2,149,141.1,144,5512,31
21-Mar-17,BAJAJ STEEL LTD,150,150,141.25,145.7,4264,36
20-Mar-17,BAJAJ STEEL LTD,144.5,145,141.5,143.4,1475,22
17-Mar-17,BAJAJ STEEL LTD,141.6,144.5,141.6,144.5,219,4
16-Mar-17,BAJAJ STEEL LTD,149.65,149.65,140,141.5,2913,15
15-Mar-17,BAJAJ STEEL LTD,135,144.8,135,142.4,1475,22
14-Mar-17,BAJAJ STEEL LTD,143.4,150.45,138.5,140.05,1959,35
10-Mar-17,BAJAJ STEEL LTD,145,145,135.1,142.3,2560,45
09-Mar-17,BAJAJ STEEL LTD,145.6,145.7,144.95,145,425,24
08-Mar-17,BAJAJ STEEL LTD,146.8,146.9,140.25,141.9,2947,41
07-Mar-17,BAJAJ STEEL LTD,142,147.6,140.25,143.15,3855,39
06-Mar-17,BAJAJ STEEL LTD,148.95,149,141.8,142.5,4435,55
03-Mar-17,BAJAJ STEEL LTD,142,146.95,141,145.15,5777,55
02-Mar-17,BAJAJ STEEL LTD,140.25,147.85,140.25,144,5613,73
01-Mar-17,BAJAJ STEEL LTD,145.9,145.9,140,145.4,2788,23
28-Feb-17,BAJAJ STEEL LTD,140,149,140,140.2,1897,37
27-Feb-17,BAJAJ STEEL LTD,144,149,142.35,142.8,1856,27
23-Feb-17,BAJAJ STEEL LTD,149,149,144.05,147,2947,20
22-Feb-17,BAJAJ STEEL LTD,141,152,141,146.65,6698,73
21-Feb-17,BAJAJ STEEL LTD,152,152.75,145.05,149.4,6074,77
20-Feb-17,BAJAJ STEEL LTD,143,150,140,148.5,5130,68
17-Feb-17,BAJAJ STEEL LTD,145,145,140.2,143,1327,14
16-Feb-17,BAJAJ STEEL LTD,139.95,144,139.95,140,1202,5
15-Feb-17,BAJAJ STEEL LTD,144.85,148,139.9,139.95,2407,41
14-Feb-17,BAJAJ STEEL LTD,143,145.95,141.1,144.85,778,30
13-Feb-17,BAJAJ STEEL LTD,143.9,149.95,140,142.45,5476,68
10-Feb-17,BAJAJ STEEL LTD,141.4,144,140,142.5,2166,22
09-Feb-17,BAJAJ STEEL LTD,143.9,144.9,138.55,141.3,4973,34
08-Feb-17,BAJAJ STEEL LTD,135.25,144.9,135.25,138.5,5939,36
07-Feb-17,BAJAJ STEEL LTD,134.25,143.65,134.25,138.05,13072,83
06-Feb-17,BAJAJ STEEL LTD,139,145,136.1,139.6,10275,66
03-Feb-17,BAJAJ STEEL LTD,134.1,145,134.1,139,3536,29
02-Feb-17,BAJAJ STEEL LTD,136.95,145,135.7,141.6,3321,46
01-Feb-17,BAJAJ STEEL LTD,140,140,128.15,136.95,2045,44
31-Jan-17,BAJAJ STEEL LTD,138.8,143,134.6,135.15,2285,35
30-Jan-17,BAJAJ STEEL LTD,135,144,135,138.8,3262,37
27-Jan-17,BAJAJ STEEL LTD,138.2,139.05,138.2,138.6,610,12
25-Jan-17,BAJAJ STEEL LTD,132.25,143.8,132.25,137.25,4318,34
24-Jan-17,BAJAJ STEEL LTD,140,143.5,134.3,137.4,925,19
23-Jan-17,BAJAJ STEEL LTD,138,140,136,136,422,11
20-Jan-17,BAJAJ STEEL LTD,137.7,142,136.05,140,954,20
19-Jan-17,BAJAJ STEEL LTD,138.4,143,133.55,134.3,463,18
18-Jan-17,BAJAJ STEEL LTD,131.15,138,131.15,137,2518,54
17-Jan-17,BAJAJ STEEL LTD,135,136,131.5,131.9,207,9
16-Jan-17,BAJAJ STEEL LTD,143.9,144,131.6,135,2462,21
13-Jan-17,BAJAJ STEEL LTD,135.4,137.95,133.75,137.8,4446,41
12-Jan-17,BAJAJ STEEL LTD,135.4,138,133.1,134.45,1369,15
11-Jan-17,BAJAJ STEEL LTD,130,137,130,134.4,5913,53
10-Jan-17,BAJAJ STEEL LTD,131.9,132,126,128,700,15
09-Jan-17,BAJAJ STEEL LTD,134.6,134.7,125.35,128.55,2700,24
06-Jan-17,BAJAJ STEEL LTD,127,134.7,127,128.9,4201,38
05-Jan-17,BAJAJ STEEL LTD,124.05,137,124.05,127,2468,35
04-Jan-17,BAJAJ STEEL LTD,128,131.9,125.05,128.95,1183,25
03-Jan-17,BAJAJ STEEL LTD,140,144,124.05,127.15,5419,49
02-Jan-17,BAJAJ STEEL LTD,129.15,134,126.75,128.15,98,14
31-Dec-18,BAJAJ AUTO LTD,2744,2762,2712,2718.5,21740,1243
28-Dec-18,BAJAJ AUTO LTD,2745,2759.45,2719,2723.3,68063,1109
27-Dec-18,BAJAJ AUTO LTD,2766,2768,2701,2736.05,46072,2210
