Company,Open,High,Low,Close,No. of Shares
TATASTEEL.BO,123.80000305175781,124.3550033569336,122.37000274658203,122.88500213623047,3383720
TATASTEEL.BO,133.3800048828125,137.0,130.63499450683594,136.51499938964844,6028270
TATASTEEL.BO,139.0,143.0,138.41000366210938,142.64500427246094,7227060
TATASTEEL.BO,139.03500366210938,139.48500061035156,136.57000732421875,137.4499969482422,4903400
TATASTEEL.BO,142.47000122070312,145.17999267578125,142.19500732421875,144.74000549316406,2221860
TATASTEEL.BO,132.10000610351562,132.25,125.87999725341797,127.19000244140625,8553790
TATASTEEL.BO,130.39999389648438,134.39999389648438,129.6999969482422,130.09500122070312,7719270
TATASTEEL.BO,129.8000030517578,131.60000610351562,126.73500061035156,129.4499969482422,2588930
TATASTEEL.BO,134.6999969482422,136.0,132.88499450683594,133.55499267578125,1835590
TATASTEEL.BO,120.2699966430664,120.3499984741211,117.19999694824219,117.88500213623047,8063140
TATASTEEL.BO,116.33999633789062,117.66000366210938,114.9000015258789,117.33499908447266,7375070
TATASTEEL.BO,110.84500122070312,113.19999694824219,110.84500122070312,112.75,2668430
TATASTEEL.BO,114.5,118.05000305175781,114.08000183105469,117.7249984741211,4550290
TATASTEEL.BO,119.69999694824219,122.05999755859375,118.30999755859375,120.875,4878520
TATASTEEL.BO,115.19999694824219,118.19999694824219,114.58999633789062,116.56500244140625,4597850
TATASTEEL.BO,120.2699966430664,120.95500183105469,118.62999725341797,119.05000305175781,3446020
TATASTEEL.BO,130.3000030517578,132.0,127.3499984741211,127.73999786376953,7191840
TATASTEEL.BO,131.8000030517578,133.39999389648438,129.5050048828125,130.22500610351562,3501010
TATASTEEL.BO,131.7100067138672,135.38999938964844,131.60000610351562,133.94500732421875,3445480
TATASTEEL.BO,133.27000427246094,133.6750030517578,130.39999389648438,131.3699951171875,1890130
TATASTEEL.BO,128.1999969482422,131.65499877929688,127.68000030517578,128.4499969482422,6099550
TATASTEEL.BO,115.0,115.55999755859375,111.5199966430664,112.28500366210938,4149370
TATASTEEL.BO,106.80000305175781,108.45999908447266,105.9000015258789,108.125,3457330
TATASTEEL.BO,97.0,97.5,89.8499984741211,90.16999816894531,8784200
TATASTEEL.BO,88.4000015258789,89.45500183105469,86.42500305175781,86.69499969482422,2383210
TATASTEEL.BO,90.50499725341797,91.08999633789062,89.5,90.80999755859375,2984000
TATASTEEL.BO,98.0,102.05000305175781,97.4000015258789,100.3499984741211,8730002
TATASTEEL.BO,109.19999694824219,112.9000015258789,108.69999694824219,112.6500015258789,9455716
TATASTEEL.BO,101.19999694824219,105.6500015258789,101.19999694824219,104.8499984741211,5943071
TATASTEEL.BO,107.69999694824219,108.6500015258789,107.55000305175781,107.75,2080612
TATASTEEL.BO,101.0999984741211,101.30000305175781,96.55000305175781,97.5999984741211,8194478
TATASTEEL.BO,100.5,101.1500015258789,99.0,100.55000305175781,2423376
TATASTEEL.BO,102.05000305175781,104.6500015258789,102.05000305175781,104.19999694824219,3699848
TATASTEEL.BO,106.19999694824219,108.19999694824219,106.1500015258789,107.5,3403076
TATASTEEL.BO,105.55000305175781,106.5,105.0999984741211,106.19999694824219,1266476
TATASTEEL.BO,112.5999984741211,113.80000305175781,109.69999694824219,110.44999694824219,3226905
TATASTEEL.BO,105.80000305175781,106.5,101.9000015258789,102.19999694824219,2389781
TATAPOWER.BO,75.9000015258789,77.69999694824219,75.80000305175781,77.3499984741211,1672380
TATAPOWER.BO,86.4000015258789,87.94999694824219,84.3499984741211,85.5,3137579
TATAPOWER.BO,76.9000015258789,81.1500015258789,74.5,79.8499984741211,2544260
TATAPOWER.BO,88.19999694824219,88.9000015258789,86.3499984741211,86.6500015258789,1364364
TATAPOWER.BO,97.0,99.55000305175781,95.6500015258789,97.80000305175781,4133060
TATAPOWER.BO,112.1500015258789,112.4000015258789,109.1500015258789,109.6500015258789,4329946
TATAPOWER.BO,103.5,105.80000305175781,102.80000305175781,103.19999694824219,2071493
TATAPOWER.BO,95.19999694824219,97.94999694824219,94.05000305175781,97.1500015258789,2387053
TATAPOWER.BO,98.75,100.3499984741211,96.30000305175781,99.8499984741211,2283120
TATAPOWER.BO,104.69999694824219,107.3499984741211,104.69999694824219,105.3499984741211,2119058
TATAPOWER.BO,106.69999694824219,106.69999694824219,103.69999694824219,104.75,1399500
TATAPOWER.BO,124.9000015258789,125.6500015258789,121.75,122.0999984741211,4128810
TATAPOWER.BO,123.0,124.6500015258789,121.75,122.80000305175781,3899044
TATAPOWER.BO,124.30000305175781,125.30000305175781,122.94999694824219,124.0,1144183
TATAPOWER.BO,121.80000305175781,121.80000305175781,118.4000015258789,120.4000015258789,1633746
TATAPOWER.BO,130.25,131.64999389648438,126.55000305175781,129.5,1921382
TATAPOWER.BO,126.75,126.75,124.55000305175781,125.69999694824219,1732369
TATAPOWER.BO,133.3000030517578,134.3000030517578,131.75,132.75,1508235
TATAPOWER.BO,145.0,145.39999389648438,138.75,139.10000610351562,13584550
TATAPOWER.BO,181.1999969482422,181.1999969482422,175.0,176.89999389648438,4838164
TATAPOWER.BO,225.0,225.0,208.0,213.60000610351562,12059780
TATAPOWER.BO,237.10000610351562,248.0,234.6999969482422,242.0,11798130
TATAPOWER.BO,240.0,246.64999389648438,237.4499969482422,238.89999389648438,5303429
TATAPOWER.BO,228.35000610351562,230.8000030517578,227.0,229.35000610351562,2245675
TATAPOWER.BO,214.9499969482422,218.5500030517578,212.89999389648438,218.0,2361123
TATAPOWER.BO,226.3000030517578,226.64999389648438,223.0500030517578,223.5500030517578,1253469
TATAPOWER.BO,238.64999389648438,249.75,236.35000610351562,248.5,2745734
TATAPOWER.BO,250.85000610351562,254.3000030517578,249.3000030517578,252.85000610351562,3307431
TATAPOWER.BO,227.1999969482422,230.0,224.5500030517578,225.8000030517578,2443697
TATAPOWER.BO,214.35000610351562,219.60000610351562,212.25,216.25,3780800
TATAPOWER.BO,229.6999969482422,231.89999389648438,226.3000030517578,231.3000030517578,1535322
TATAPOWER.BO,253.8000030517578,275.20001220703125,252.3000030517578,273.6000061035156,8322318
TATAPOWER.BO,253.0,260.0,250.75,258.79998779296875,4167985
TATAPOWER.BO,235.35000610351562,236.75,223.0500030517578,229.89999389648438,6525894
TATAPOWER.BO,235.10000610351562,236.0,228.8000030517578,229.75,1829958
TATAPOWER.BO,231.0500030517578,233.60000610351562,227.5,232.3000030517578,1316518
TATAPOWER.BO,211.3000030517578,213.0500030517578,190.0,194.75,5265949
TATAPOWER.BO,207.35000610351562,212.5,207.35000610351562,211.5,775864
TATAPOWER.BO,226.75,228.85000610351562,225.4499969482422,227.8000030517578,2977442
TATAPOWER.BO,221.5,231.14999389648438,221.5,230.35000610351562,4090207
TATAPOWER.BO,238.0500030517578,241.6999969482422,236.5500030517578,237.1999969482422,2717855
TATAPOWER.BO,235.8000030517578,240.14999389648438,234.4499969482422,237.10000610351562,847729
TATAPOWER.BO,242.0,246.8000030517578,240.0,245.25,962944
TATAPOWER.BO,215.8000030517578,218.0,210.5,212.25,903927
TATAPOWER.BO,219.5,220.60000610351562,215.60000610351562,215.89999389648438,392853
TATAPOWER.BO,229.64999389648438,229.64999389648438,224.25,225.9499969482422,976283
TATAPOWER.BO,228.10000610351562,230.14999389648438,228.0,229.5,418489
TATAPOWER.BO,224.6999969482422,225.4499969482422,222.9499969482422,223.35000610351562,680910
TATAPOWER.BO,218.5,220.25,217.85000610351562,218.8000030517578,758055
TATAPOWER.BO,207.3000030517578,208.3000030517578,204.85000610351562,207.6999969482422,1330719
TATACHEM.BO,477.25,482.1499938964844,477.04998779296875,479.75,55499
TATACHEM.BO,543.0,543.0,521.4500122070312,533.9500122070312,233733
TATACHEM.BO,478.0,496.75,466.3999938964844,493.6499938964844,327620
TATACHEM.BO,565.0,584.0,555.8499755859375,568.6500244140625,417973
TATACHEM.BO,752.0,754.7999877929688,731.7000122070312,744.2000122070312,682619
TATACHEM.BO,789.0,789.0,770.7999877929688,777.0999755859375,129688
TATACHEM.BO,748.5,765.9000244140625,743.0999755859375,751.25,278787
TATACHEM.BO,754.7999877929688,773.0,745.7999877929688,753.7000122070312,217011
TATACHEM.BO,794.4500122070312,794.4500122070312,770.1500244140625,782.8499755859375,505375
TATACHEM.BO,707.1500244140625,721.4500122070312,707.1500244140625,713.9000244140625,207801
TATACHEM.BO,706.7000122070312,716.1500244140625,702.3499755859375,706.25,191078
TATACHEM.BO,740.0,753.5499877929688,738.5,744.1500244140625,114338
TATACHEM.BO,729.7000122070312,731.0,717.2000122070312,721.0499877929688,67575
TATACHEM.BO,784.9500122070312,785.0,772.4500122070312,782.6500244140625,83043
TATACHEM.BO,751.9000244140625,751.9000244140625,729.7999877929688,738.8499755859375,79979
TATACHEM.BO,854.0,862.8499755859375,836.2000122070312,859.9500122070312,243866
TATACHEM.BO,823.0,834.0999755859375,820.5,826.25,83798
TATACHEM.BO,830.3499755859375,834.0,821.5499877929688,829.1500244140625,75751
TATACHEM.BO,854.0,901.5499877929688,851.0,885.2000122070312,535953
TATACHEM.BO,965.0,978.2000122070312,954.9000244140625,965.75,192267
TATACHEM.BO,999.4500122070312,1001.7999877929688,953.3499755859375,979.5,159251
TATACHEM.BO,930.0,954.0,927.0,947.5,96566
TATACHEM.BO,922.9000244140625,923.6500244140625,897.0499877929688,900.6500244140625,101907
TATACHEM.BO,914.0,926.2000122070312,913.6500244140625,923.6500244140625,77182
TATACHEM.BO,864.0,885.0,859.5,882.5,73181
TATACHEM.BO,907.0,918.0,901.5499877929688,915.8499755859375,28653
TATACHEM.BO,998.0,1020.2000122070312,985.8499755859375,1011.1500244140625,73367
TATACHEM.BO,968.9500122070312,980.3499755859375,962.0,966.5499877929688,73454
TATACHEM.BO,890.3499755859375,902.6500244140625,884.0999755859375,886.75,55971
TATACHEM.BO,834.5999755859375,857.0,831.0,849.5999755859375,181423
TATACHEM.BO,932.1500244140625,959.9500122070312,926.2999877929688,954.7999877929688,87104
TATACHEM.BO,1003.0,1014.9000244140625,999.5999755859375,1003.4500122070312,54497
TATACHEM.BO,971.1500244140625,987.7999877929688,971.1500244140625,982.7999877929688,22373
TATACHEM.BO,1015.0,1025.0,998.7999877929688,1006.7999877929688,107567
TATACHEM.BO,998.5,998.5,967.9000244140625,969.6500244140625,42600
TATACHEM.BO,944.2999877929688,948.3499755859375,924.6500244140625,946.8499755859375,147574
TATACHEM.BO,841.0,847.7999877929688,781.0999755859375,792.4500122070312,104492
TATACHEM.BO,804.0,806.3499755859375,788.2000122070312,802.75,57052
TATACHEM.BO,859.0,863.0,855.5999755859375,859.0,23417
TATACHEM.BO,916.5999755859375,947.2000122070312,910.2000122070312,944.8499755859375,56175
TATACHEM.BO,1127.800048828125,1145.199951171875,1099.699951171875,1107.75,147369
TATACHEM.BO,1128.949951171875,1144.5,1120.300048828125,1138.449951171875,65273
TATACHEM.BO,1156.0,1176.4000244140625,1136.0999755859375,1170.050048828125,120641
TATACHEM.BO,1079.449951171875,1124.5,1071.9000244140625,1093.25,270744
TATACHEM.BO,1169.5999755859375,1176.550048828125,1141.0,1143.5999755859375,72377
TATACHEM.BO,1144.0,1149.0,1125.0,1132.5,149834
TATACHEM.BO,1070.0,1073.050048828125,1053.699951171875,1057.0999755859375,30541
TATACHEM.BO,1038.9000244140625,1044.699951171875,1025.199951171875,1028.8499755859375,49638
TATACHEM.BO,1037.8499755859375,1045.0,1032.0,1033.5999755859375,40793
TATACHEM.BO,914.8499755859375,923.3499755859375,909.5999755859375,918.5999755859375,84642
TATAELXSI.BO,1840.0,1874.8499755859375,1838.0,1865.6500244140625,15775
TATAELXSI.BO,2458.0,2529.0,2285.0,2367.64990234375,149922
TATAELXSI.BO,2720.0,3015.550048828125,2701.0,2954.75,144498
TATAELXSI.BO,2855.0,2907.60009765625,2824.0,2858.300048828125,24127
TATAELXSI.BO,2696.699951171875,2708.199951171875,2602.64990234375,2622.10009765625,22864
TATAELXSI.BO,2747.89990234375,2822.25,2717.0,2764.25,32299
TATAELXSI.BO,2690.64990234375,2754.35009765625,2668.050048828125,2693.39990234375,21744
TATAELXSI.BO,2948.949951171875,3072.25,2935.0,2962.800048828125,20046
TATAELXSI.BO,3480.10009765625,3555.699951171875,3400.0,3533.89990234375,17958
TATAELXSI.BO,3630.199951171875,3711.0,3630.199951171875,3664.300048828125,16294
TATAELXSI.BO,3689.89990234375,3689.89990234375,3596.0,3611.449951171875,5736
TATAELXSI.BO,3839.800048828125,3840.0,3785.0,3799.300048828125,5396
TATAELXSI.BO,3845.0,4020.0,3833.14990234375,4001.550048828125,30242
TATAELXSI.BO,4338.0,4383.0,4293.5498046875,4306.0,8529
TATAELXSI.BO,4190.0,4220.85009765625,4155.0,4181.14990234375,6150
TATAELXSI.BO,4260.0,4260.0,4112.0,4194.75,10819
TATAELXSI.BO,4849.9501953125,4919.10009765625,4811.85009765625,4860.14990234375,13231
TATAELXSI.BO,4919.0,4954.9501953125,4851.7998046875,4926.0,7620
TATAELXSI.BO,5790.0,5972.64990234375,5752.64990234375,5864.35009765625,23381
TATAELXSI.BO,6430.0,6430.0,6200.0,6231.35009765625,30386
TATAELXSI.BO,6065.0,6123.4501953125,5719.64990234375,5800.35009765625,48363
TATAELXSI.BO,6200.0,6285.0,6187.25,6262.35009765625,10289
TATAELXSI.BO,6200.0,6244.7001953125,5992.5498046875,6006.9501953125,6777
TATAELXSI.BO,5994.0,6023.5498046875,5875.0,5889.7001953125,17859
TATAELXSI.BO,5523.0,5549.85009765625,5458.0,5481.89990234375,10986
TATAELXSI.BO,6088.0,6088.0,5886.89990234375,5966.5,5215
TATAELXSI.BO,6510.0,7171.14990234375,6370.5,6980.64990234375,130270
TATAELXSI.BO,7540.0,7540.0,7260.0,7295.64990234375,16045
TATAELXSI.BO,6938.0,7031.4501953125,6854.4501953125,6981.25,6651
TATAELXSI.BO,6650.0,6650.0,6465.7001953125,6548.35009765625,18312
TATAELXSI.BO,7400.0,7560.39990234375,7315.0,7509.2001953125,12464
TATAELXSI.BO,9100.0,9100.0,8853.0,8881.150390625,25268
TATAELXSI.BO,7990.0,8190.9501953125,7832.0,7904.2998046875,84235
TATAELXSI.BO,7485.0,7485.0,7149.75,7226.5,31592
TATAELXSI.BO,8420.0,8580.0,8412.2001953125,8544.150390625,23753
TATAELXSI.BO,8448.0,8756.5,8323.5,8694.099609375,32032
TATAELXSI.BO,7787.0,7812.35009765625,7200.0,7260.85009765625,56259
TATAELXSI.BO,8161.0,8233.0498046875,8052.0,8082.89990234375,7753
TATAELXSI.BO,8109.0,8185.0,8065.0,8099.10009765625,52465
TATAELXSI.BO,8739.9501953125,8825.0,8660.0,8718.9501953125,50604
TATAELXSI.BO,10643.900390625,10760.400390625,10483.25,10687.349609375,23686
TATAELXSI.BO,9048.0,9074.7998046875,8845.0,9012.099609375,16752
TATAELXSI.BO,8980.0,9084.5498046875,8870.0,8882.5498046875,18824
TATAELXSI.BO,8480.0,8554.0,8337.0498046875,8427.9501953125,7379
TATAELXSI.BO,8471.2998046875,8570.0,8415.0,8455.849609375,16547
TATAELXSI.BO,6885.64990234375,7093.2001953125,6885.64990234375,6997.64990234375,39679
TATAELXSI.BO,6990.0498046875,7047.4501953125,6964.0,6998.89990234375,9406
TATAELXSI.BO,6810.0,6830.0,6772.89990234375,6780.64990234375,5419
TATAELXSI.BO,6725.0,6730.0,6625.0,6633.0498046875,21295
TATAELXSI.BO,6374.2001953125,6494.0,6311.0498046875,6431.35009765625,56673
TITAN.BO,1560.6500244140625,1572.800048828125,1555.550048828125,1558.5999755859375,37246
TITAN.BO,1494.0,1509.5,1471.8499755859375,1476.25,86913
TITAN.BO,1421.050048828125,1507.9000244140625,1421.050048828125,1502.0,110037
TITAN.BO,1509.4000244140625,1518.6500244140625,1476.699951171875,1483.9000244140625,361566
TITAN.BO,1438.0,1465.5,1416.75,1452.75,146866
TITAN.BO,1509.0,1531.5,1495.6500244140625,1500.3499755859375,282607
TITAN.BO,1551.0,1566.949951171875,1537.0999755859375,1557.4000244140625,85102
TITAN.BO,1533.949951171875,1559.0,1530.4000244140625,1549.949951171875,45437
TITAN.BO,1475.0,1477.8499755859375,1416.5999755859375,1423.5999755859375,183007
TITAN.BO,1475.800048828125,1545.800048828125,1475.800048828125,1539.6500244140625,138989
TITAN.BO,1605.0,1612.0,1588.5,1591.5,36594
TITAN.BO,1744.0,1748.0,1718.8499755859375,1723.5,274079
TITAN.BO,1732.0,1746.0,1721.6500244140625,1731.75,54321
TITAN.BO,1724.0,1733.4000244140625,1718.300048828125,1722.75,60125
TITAN.BO,1729.050048828125,1748.5999755859375,1714.3499755859375,1720.6500244140625,82545
TITAN.BO,1800.0,1815.0,1773.0999755859375,1789.4000244140625,44494
TITAN.BO,1827.800048828125,1834.0999755859375,1805.75,1815.75,67874
TITAN.BO,2049.0,2058.75,2022.449951171875,2033.8499755859375,58762
TITAN.BO,2108.800048828125,2110.0,2085.64990234375,2092.199951171875,25957
TITAN.BO,2429.0,2429.0,2351.85009765625,2357.550048828125,88375
TITAN.BO,2420.0,2420.0,2340.449951171875,2380.64990234375,31574
TITAN.BO,2526.0,2544.10009765625,2484.949951171875,2511.85009765625,74826
TITAN.BO,2400.0,2404.89990234375,2367.0,2376.199951171875,25233
TITAN.BO,2399.0,2417.75,2377.89990234375,2405.10009765625,79348
TITAN.BO,2305.0,2305.800048828125,2284.699951171875,2300.39990234375,10650
TITAN.BO,2578.0,2610.0,2560.0,2576.39990234375,26820
TITAN.BO,2587.0,2616.949951171875,2573.35009765625,2589.60009765625,31725
TITAN.BO,2484.0,2505.0,2417.199951171875,2475.449951171875,176812
TITAN.BO,2472.0,2498.800048828125,2461.0,2487.550048828125,21154
TITAN.BO,2415.35009765625,2419.60009765625,2320.949951171875,2389.75,119752
TITAN.BO,2717.0,2718.0,2647.0,2712.800048828125,29475
TITAN.BO,2535.0,2576.89990234375,2521.449951171875,2547.949951171875,47507
TITAN.BO,2483.550048828125,2524.449951171875,2466.050048828125,2520.60009765625,50987
TITAN.BO,2200.0,2213.14990234375,2171.0,2182.60009765625,27271
TITAN.BO,2164.949951171875,2200.0,2138.0,2149.85009765625,38923
TITAN.BO,2220.0,2220.0,2167.60009765625,2199.300048828125,22574
TITAN.BO,1944.4000244140625,1973.550048828125,1906.0,1962.3499755859375,55336
TITAN.BO,1954.75,1966.199951171875,1928.5,1962.3499755859375,22029
TITAN.BO,2190.0,2246.89990234375,2190.0,2236.85009765625,518292
TITAN.BO,2348.449951171875,2380.0,2339.5,2376.64990234375,531468
TITAN.BO,2493.64990234375,2523.39990234375,2480.85009765625,2492.14990234375,23905
