Company,Open,High,Low,Close,No. of Shares
TITAN.BO,2602.64990234375,2646.949951171875,2566.199951171875,2623.0,40272
TITAN.BO,2710.0,2716.550048828125,2648.0,2656.5,25431
TITAN.BO,2585.449951171875,2606.35009765625,2518.449951171875,2531.85009765625,29735
TITAN.BO,2628.050048828125,2663.0,2610.0,2617.800048828125,64997
TITAN.BO,2750.0,2790.0,2737.550048828125,2753.050048828125,112691
TITAN.BO,2648.0,2667.550048828125,2621.199951171875,2657.050048828125,45436
TITAN.BO,2593.0,2640.0,2593.0,2614.75,59130
TITAN.BO,2608.75,2608.75,2564.60009765625,2574.85009765625,16514
TITAN.BO,2503.050048828125,2520.0,2489.10009765625,2503.64990234375,37904
TATACOMM.BO,1100.0,1100.0,1080.800048828125,1094.699951171875,2968
TATACOMM.BO,1075.050048828125,1110.0,1075.050048828125,1096.5,19782
TATACOMM.BO,1005.5,1005.5,951.0999755859375,984.0999755859375,13196
TATACOMM.BO,1010.5999755859375,1025.0,990.2000122070312,994.9500122070312,13568
TATACOMM.BO,1080.0,1123.5999755859375,1077.0999755859375,1114.800048828125,27381
TATACOMM.BO,1206.300048828125,1252.949951171875,1202.0,1213.0,219922
TATACOMM.BO,1086.0,1105.0999755859375,1021.5999755859375,1062.550048828125,15129
TATACOMM.BO,1108.0999755859375,1128.9000244140625,1105.0,1108.199951171875,13617
TATACOMM.BO,1100.050048828125,1116.449951171875,1092.0,1104.75,9197
TATACOMM.BO,1085.0,1085.0,1067.4000244140625,1069.5999755859375,16261
TATACOMM.BO,1085.0,1134.0,1075.0,1123.4000244140625,38608
TATACOMM.BO,1341.25,1347.800048828125,1313.0,1325.6500244140625,44887
TATACOMM.BO,1296.0,1306.0,1277.9000244140625,1287.199951171875,13730
TATACOMM.BO,1355.5999755859375,1366.050048828125,1346.449951171875,1360.0,11360
TATACOMM.BO,1361.8499755859375,1488.0,1328.0,1424.449951171875,108454
TATACOMM.BO,1403.0,1422.949951171875,1341.0,1389.050048828125,22127
TATACOMM.BO,1405.9000244140625,1417.0,1386.25,1391.75,11452
TATACOMM.BO,1373.1500244140625,1376.050048828125,1355.050048828125,1357.5999755859375,6742
TATACOMM.BO,1466.1500244140625,1466.1500244140625,1416.9000244140625,1432.3499755859375,1015370
TATACOMM.BO,1470.699951171875,1478.800048828125,1448.300048828125,1458.800048828125,6549
TATACOMM.BO,1420.0,1420.0999755859375,1325.25,1335.8499755859375,16579
TATACOMM.BO,1281.5999755859375,1294.0999755859375,1262.5,1269.199951171875,13643
TATACOMM.BO,1247.0,1260.8499755859375,1233.199951171875,1240.199951171875,5600
TATACOMM.BO,1360.0,1373.050048828125,1345.550048828125,1360.199951171875,50355
TATACOMM.BO,1375.0,1399.800048828125,1342.5999755859375,1396.3499755859375,33414
TATACOMM.BO,1423.0,1542.0,1401.0,1504.75,93582
TATACOMM.BO,1481.9000244140625,1540.0,1412.9000244140625,1522.449951171875,61844
TATACOMM.BO,1324.699951171875,1327.949951171875,1292.0999755859375,1303.25,19625
TATACOMM.BO,1226.1500244140625,1250.550048828125,1226.1500244140625,1234.9000244140625,13164
TATACOMM.BO,1111.0,1141.949951171875,1084.5,1130.199951171875,38190
TATACOMM.BO,1145.0,1153.449951171875,1122.300048828125,1142.6500244140625,28044
TATACOMM.BO,1241.0,1260.3499755859375,1228.0999755859375,1240.949951171875,46582
TATACOMM.BO,1325.0,1325.1500244140625,1277.800048828125,1281.4000244140625,47023
TATACOMM.BO,1036.25,1042.0,1009.0,1022.7000122070312,31963
TATACOMM.BO,998.0,998.0,967.4500122070312,972.4500122070312,20510
TATACOMM.BO,950.0,958.8499755859375,935.2000122070312,942.0499877929688,17836
TATACOMM.BO,883.7999877929688,883.7999877929688,858.2999877929688,870.1500244140625,40196
TATACOMM.BO,945.0,951.2000122070312,925.0,948.4500122070312,13501
TATACOMM.BO,994.0,1028.0,988.5999755859375,1011.9000244140625,37376
TATACOMM.BO,1055.0,1060.0,1037.8499755859375,1049.0999755859375,26560
TATACOMM.BO,1090.0,1094.3499755859375,1075.0,1076.050048828125,22365
TATACOMM.BO,1190.0,1270.25,1187.550048828125,1257.6500244140625,79760
TATACOMM.BO,1248.949951171875,1252.0,1231.0999755859375,1239.1500244140625,13833
TATACOMM.BO,1129.3499755859375,1148.0,1109.8499755859375,1121.300048828125,18906
TATACOMM.BO,1182.699951171875,1192.0,1158.5999755859375,1164.0999755859375,13822
TATACOMM.BO,1240.0,1267.0,1240.0,1258.949951171875,28829
TATACOMM.BO,1301.550048828125,1335.3499755859375,1301.550048828125,1333.449951171875,9572
TATACOMM.BO,1311.199951171875,1318.25,1270.6500244140625,1274.449951171875,16129
TATACOMM.BO,1286.9000244140625,1386.5,1282.3499755859375,1367.25,136414
TATACOMM.BO,1245.199951171875,1285.0,1245.199951171875,1271.550048828125,29195
