Date,Open,High,Low,Close,No. of Shares
2019-05-13,1139.8890,1148.9596,1118.5571,1122.0668,661430
2019-05-10,1153.1074,1164.9585,1134.9662,1139.9801,1946191
2019-05-09,1177.5388,1177.5388,1140.8917,1144.2191,1036013
2019-05-08,1221.5701,1221.5701,1176.9463,1184.6039,900723
2019-05-07,1268.5185,1270.7975,1222.7552,1225.7179,1046710
2019-05-06,1275.3556,1278.0905,1256.7130,1262.4562,748125
2019-05-03,1282.6486,1291.7648,1277.5435,1282.6941,976184
2019-05-02,1270.7975,1288.8020,1259.8581,1280.9165,593267
2019-04-30,1271.7091,1271.7091,1246.1838,1268.7919,933486
2019-04-26,1255.9381,1271.7091,1249.3289,1268.4729,499171
2019-04-25,1269.7947,1286.2039,1244.3605,1253.0665,803258
2019-04-24,1248.9186,1271.3445,1245.5912,1267.1510,499259
2019-04-23,1230.6407,1250.6051,1226.7207,1242.8108,499365
2019-04-22,1243.4489,1244.4973,1222.4817,1225.9458,510310
2019-04-18,1244.7708,1264.4162,1244.3605,1260.6785,932432
2019-04-16,1226.1282,1239.5290,1221.7980,1226.4016,469882
2019-04-15,1225.8547,1229.5923,1216.0548,1221.3421,438207
2019-04-12,1229.6835,1236.6574,1219.1087,1223.3477,502352
2019-04-11,1215.0064,1232.2360,1211.2688,1227.1765,577132
2019-04-10,1221.5701,1228.5439,1208.8074,1211.4967,454924
2019-04-09,1213.2743,1221.5701,1204.7963,1217.3310,823948
2019-04-08,1234.8797,1236.2471,1206.9841,1211.9069,470493
2019-04-05,1239.8936,1243.3122,1224.8519,1235.3355,622697
2019-04-04,1257.1232,1261.4534,1227.9970,1233.5123,641842
2019-04-03,1271.2077,1278.4095,1248.9186,1252.3828,720309
2019-04-02,1273.1221,1278.7286,1258.7641,1265.7380,502884
2019-04-01,1247.5968,1282.1927,1242.4006,1268.5640,709272
2019-03-29,1245.2722,1254.3884,1236.2471,1242.5829,405527
2019-03-28,1230.6862,1248.8275,1224.6240,1240.3038,524932
2019-03-27,1255.3000,1255.3000,1226.0370,1230.7774,633385
2019-03-26,1212.4539,1248.8731,1212.4539,1246.3205,913714
2019-03-25,1212.5450,1218.6073,1200.7395,1208.1237,493502
2019-03-22,1252.5651,1258.2627,1219.2910,1223.4845,598708
2019-03-20,1257.1232,1264.0515,1243.0843,1254.0237,633387
2019-03-19,1238.8908,1256.2116,1224.3049,1253.7046,947313
2019-03-18,1207.9869,1238.1159,1207.9869,1228.4984,768600
2019-03-15,1226.1282,1238.1615,1195.7256,1205.7079,882394
2019-03-14,1230.6862,1241.1243,1216.1003,1222.6640,1349418
2019-03-13,1216.5561,1230.6862,1210.4027,1227.7235,1037782
2019-03-12,1200.6940,1215.1887,1199.2354,1212.3171,1942950
2019-03-11,1158.4860,1196.9563,1156.0246,1186.0169,766668
2019-03-08,1153.2442,1161.4032,1150.0079,1154.6572,355948
2019-03-07,1151.1019,1165.9613,1147.6377,1157.6200,786608
2019-03-06,1129.9523,1159.3976,1126.3058,1151.8767,743344
2019-03-05,1118.2836,1129.8611,1110.5348,1127.6277,592389
2019-03-01,1125.8500,1132.6872,1114.4092,1118.2836,512328
2019-02-28,1122.2035,1129.9523,1117.0529,1122.7049,517110
2019-02-27,1118.9217,1134.0546,1102.2847,1114.4092,580619
2019-02-26,1107.0707,1124.5737,1099.5498,1111.9022,525197
2019-02-25,1126.5793,1133.1430,1115.0473,1123.2519,371245
2019-02-22,1131.5476,1135.7867,1117.7366,1123.6621,1043937
2019-02-21,1126.7616,1145.6322,1121.4742,1136.2881,780063
2019-02-20,1117.7366,1129.7244,1111.0362,1125.2575,851833
2019-02-19,1111.4464,1130.1346,1104.2446,1108.8483,407083
2019-02-18,1135.2397,1140.8006,1108.4837,1111.9478,804371
2019-02-15,1116.7338,1138.1569,1107.6176,1133.5988,647425
2019-02-14,1130.6360,1132.8695,1110.4436,1117.1896,381728
2019-02-13,1149.5521,1160.4004,1125.8500,1134.4192,718801
2019-02-12,1142.2592,1159.5799,1141.2564,1145.6322,439193
2019-02-11,1164.1380,1164.1380,1140.4359,1142.6694,334141
2019-02-08,1173.2542,1183.9202,1159.8078,1164.4571,880301
2019-02-07,1195.0875,1204.1125,1172.1603,1176.1714,747003
2019-02-06,1183.2820,1200.1470,1177.8123,1194.0847,1096948
2019-02-05,1177.8123,1188.9797,1165.5966,1176.2626,954880
2019-02-04,1135.4676,1182.3704,1134.9662,1177.0374,1115982
2019-02-01,1124.9384,1142.2592,1117.4175,1137.0629,936575
2019-01-31,1094.8550,1121.1096,1094.8550,1118.6482,626807
2019-01-30,1107.6176,1116.6427,1085.3285,1089.2029,454368
2019-01-29,1121.2919,1123.0240,1095.4019,1103.8800,583616
2019-01-28,1142.2592,1144.4926,1113.7711,1120.9273,794894
2019-01-25,1139.6155,1151.3754,1127.2630,1136.1057,520997
2019-01-24,1116.7794,1141.1196,1112.2669,1135.3309,955742
2019-01-23,1124.3914,1134.0546,1114.4548,1117.3720,423625
2019-01-22,1124.9384,1136.1057,1111.6287,1125.6221,1252970
2019-01-21,1088.3825,1128.0379,1084.5992,1125.3942,1475091
2019-01-18,1048.0889,1084.1434,1035.1439,1078.4002,1826018
2019-01-17,1040.1578,1046.3568,1029.3095,1033.5485,783547
2019-01-16,1034.4146,1043.4852,1030.3579,1033.8220,469809
2019-01-15,1005.6986,1032.2267,1005.6986,1029.7197,668194
2019-01-14,999.7730,1004.6046,990.2466,999.5451,260475
2019-01-11,1011.2594,1015.5441,993.2094,1000.8670,482420
2019-01-10,1010.4390,1012.4901,1004.6958,1007.9320,205513
2019-01-09,1013.6297,1017.3673,1001.4140,1010.4390,341590
2019-01-08,1008.5702,1011.8064,999.2261,1006.3823,518504
2019-01-07,1007.4762,1019.1450,1003.6930,1005.9265,306065
2019-01-04,1000.9581,1006.7469,985.6885,1001.9153,401779
2019-01-03,1010.1199,1015.9543,993.3461,995.2605,360444
2019-01-02,1017.3673,1027.1672,1004.1032,1008.5246,325730
2019-01-01,1026.4835,1030.1300,1013.3106,1022.2445,267260
