Date,Open,High,Low,Close,Adj Close,No. of Shares
2019-01-01,1251.1500244140625,1256.300048828125,1242.8499755859375,1251.3499755859375,1246.9061279296875,58225
2019-01-02,1245.5,1248.300048828125,1228.0999755859375,1240.9000244140625,1236.4931640625,241079
2019-01-03,1245.9000244140625,1251.199951171875,1229.75,1237.3499755859375,1232.9556884765625,68986
2019-01-04,1234.5999755859375,1250.0,1230.1500244140625,1246.699951171875,1242.2724609375,132937
2019-01-07,1251.9000244140625,1253.199951171875,1242.0,1247.550048828125,1243.11962890625,94792
2019-01-08,1248.9000244140625,1248.9000244140625,1228.3499755859375,1232.25,1227.8740234375,102296
2019-01-09,1243.5,1244.199951171875,1229.449951171875,1238.9000244140625,1234.5003662109375,116256
2019-01-10,1235.0,1240.300048828125,1216.5,1221.3499755859375,1217.0125732421875,130207
2019-01-11,1228.0,1229.0,1215.0,1221.25,1216.9130859375,254955
2019-01-14,1224.0,1224.0,1204.5999755859375,1210.449951171875,1206.1514892578125,5098920
2019-01-15,1210.449951171875,1219.0,1210.449951171875,1212.1500244140625,1207.84521484375,77146
2019-01-16,1216.050048828125,1216.550048828125,1198.6500244140625,1205.0999755859375,1200.8203125,262527
2019-01-17,1208.9000244140625,1225.0,1201.0999755859375,1220.0999755859375,1215.76708984375,335899
2019-01-18,1222.199951171875,1241.0999755859375,1217.0,1237.3499755859375,1232.9556884765625,85565
2019-01-21,1241.0,1276.0,1224.050048828125,1267.300048828125,1262.799560546875,613577
2019-01-22,1281.0,1307.300048828125,1275.0,1291.5999755859375,1287.01318359375,368763
2019-01-23,1295.0,1298.949951171875,1270.0,1276.199951171875,1271.6678466796875,160324
2019-01-24,1271.0,1274.8499755859375,1261.0,1267.949951171875,1263.447021484375,164234
2019-01-25,1267.0999755859375,1287.949951171875,1260.0,1265.1500244140625,1260.6571044921875,110384
2019-01-28,1265.6500244140625,1284.0,1256.0,1261.1500244140625,1256.6712646484375,227184
2019-01-29,1261.5,1273.0,1246.0,1250.949951171875,1246.507568359375,95517
2019-01-30,1255.0,1256.0,1217.0,1221.5,1217.162109375,139274
2019-01-31,1224.0,1259.0,1213.0,1253.25,1248.79931640625,93503
2019-02-01,1258.25,1270.5,1241.0,1258.0999755859375,1253.6322021484375,161933
2019-02-04,1258.0,1275.0,1242.75,1272.800048828125,1268.280029296875,56855
2019-02-05,1275.0,1286.8499755859375,1269.0,1279.0999755859375,1274.5574951171875,92877
2019-02-06,1286.0,1288.0,1275.699951171875,1279.050048828125,1274.5078125,87958
2019-02-07,1279.050048828125,1292.449951171875,1276.1500244140625,1283.3499755859375,1278.79248046875,124298
2019-02-08,1283.9000244140625,1308.0,1277.550048828125,1295.550048828125,1290.9490966796875,115215
2019-02-11,1300.0,1314.0,1295.0,1304.699951171875,1300.0665283203125,152947
2019-02-12,1303.949951171875,1311.0,1295.25,1298.5999755859375,1293.98828125,96287
2019-02-14,1298.0999755859375,1303.0999755859375,1272.75,1288.3499755859375,1283.774658203125,27419
2019-02-15,1289.949951171875,1289.949951171875,1270.449951171875,1283.75,1279.19091796875,71699
2019-02-18,1282.699951171875,1288.0,1273.050048828125,1278.1500244140625,1273.611083984375,104317
2019-02-19,1277.949951171875,1287.4000244140625,1272.050048828125,1278.050048828125,1273.51123046875,22956
2019-02-20,1282.0,1293.8499755859375,1280.0999755859375,1291.300048828125,1286.7142333984375,37101
2019-02-21,1292.0,1297.4000244140625,1282.800048828125,1288.9000244140625,1284.3228759765625,147543
2019-02-22,1252.0,1259.9000244140625,1234.0,1241.050048828125,1236.6427001953125,4664828
2019-02-25,1243.699951171875,1247.949951171875,1230.4000244140625,1241.25,1236.842041015625,148938
2019-02-26,1227.949951171875,1251.4000244140625,1221.199951171875,1235.75,1231.361572265625,243839
2019-02-27,1242.0,1242.0,1211.0,1215.800048828125,1211.482421875,329503
2019-02-28,1215.0,1225.5,1209.5,1212.449951171875,1208.144287109375,132391
2019-03-01,1224.699951171875,1230.199951171875,1217.550048828125,1226.5999755859375,1222.2440185546875,164083
2019-03-05,1226.9000244140625,1245.3499755859375,1218.699951171875,1240.199951171875,1235.795654296875,142426
2019-03-06,1245.0,1247.199951171875,1235.949951171875,1240.8499755859375,1236.443359375,96916
2019-03-07,1247.6500244140625,1248.199951171875,1235.0,1237.050048828125,1232.656982421875,48716
2019-03-08,1249.0,1249.0,1232.199951171875,1237.9000244140625,1233.50390625,37669
2019-03-11,1247.0,1254.0,1232.4000244140625,1248.8499755859375,1244.4150390625,76265
2019-03-12,1257.949951171875,1272.0,1252.0,1262.5999755859375,1258.1160888671875,354585
2019-03-13,1268.0,1268.0,1247.75,1261.050048828125,1256.5716552734375,85990
2019-03-14,1267.5999755859375,1277.699951171875,1259.0,1270.5,1265.988037109375,207637
2019-03-15,1277.0,1339.0,1271.0,1325.300048828125,1320.593505859375,428122
2019-03-18,1340.8499755859375,1360.5,1331.1500244140625,1342.9000244140625,1338.1309814453125,166370
