Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-January-2017,9.82,9.82,9.05,9.10,9.113005991060956667,31547,47,287488.00,29287,92.84,0.77,-0.72
30-January-2017,9.53,9.88,9.33,9.39,9.583983995109616827,35989,109,344918.00,27227,75.65,0.55,-0.14
27-January-2017,9.35,9.94,9.35,9.82,9.778353265869365225,108700,312,1062907.00,97729,89.91,0.59,0.47
25-January-2017,9.70,9.90,9.27,9.40,9.452342983316977428,32608,87,308222.00,28407,87.12,0.63,-0.30
24-January-2017,9.05,10.25,9.05,9.59,9.836054695354916549,99460,237,978294.00,78060,78.48,1.20,0.54
23-January-2017,9.45,9.45,8.91,9.05,9.064696155436130632,19352,61,175420.00,16822,86.93,0.54,-0.40
20-January-2017,9.35,9.45,8.82,9.04,9.114782113358017658,28088,53,256016.00,24982,88.94,0.63,-0.31
19-January-2017,9.33,9.33,8.91,9.04,9.089999149346414495,35267,50,320577.00,31113,88.22,0.42,-0.29
18-January-2017,8.90,9.40,8.90,9.05,9.114998107168668479,58114,170,529709.00,56105,96.54,0.50,0.15
17-January-2017,8.99,9.30,8.73,8.96,9.099581621499378086,26531,44,241421.00,25090,94.57,0.57,-0.03
16-January-2017,9.39,9.39,8.40,8.75,8.917031657149193324,36074,73,321673.00,31461,87.21,0.99,-0.64
13-January-2017,8.94,9.40,8.50,9.01,9.033394193647298220,71749,130,648137.00,60704,84.61,0.90,0.07
12-January-2017,9.07,9.07,8.50,8.68,8.807982459400200676,53818,162,474028.00,45212,84.01,0.57,-0.39
11-January-2017,9.67,9.67,9.01,9.07,9.207538280329799764,55185,142,508118.00,49743,90.14,0.66,-0.60
10-January-2017,9.70,10.40,9.30,9.58,9.813397525699966456,253405,522,2486764.00,169452,66.87,1.10,-0.12
9-January-2017,7.50,8.88,7.15,8.88,8.652422389463781749,127560,166,1103703.00,117040,91.75,1.73,1.38
6-January-2017,7.35,7.55,7.21,7.40,7.406861313868613138,13700,39,101474.00,11660,85.11,0.34,0.05
5-January-2017,7.02,7.50,7.02,7.34,7.319898712808609411,9478,34,69378.00,6899,72.79,0.48,0.32
4-January-2017,7.13,7.40,7.11,7.26,7.258045292014302741,21814,55,158327.00,18300,83.89,0.29,0.13
3-January-2017,7.04,7.30,7.04,7.25,7.200946176516209089,12894,34,92849.00,11493,89.13,0.26,0.21
2-January-2017,7.00,7.89,7.00,7.09,7.141392397892709454,35306,87,252134.00,30721,87.01,0.89,0.09
