Date,Open,High,Low,Close,Adj Close,No. of Shares
2019-01-01,150.60000610351562,150.60000610351562,148.5,148.9499969482422,105.5033187866211,206090
2019-01-02,148.3000030517578,148.3000030517578,146.3000030517578,147.60000610351562,104.547119140625,491473
2019-01-03,145.14999389648438,145.5500030517578,141.8000030517578,143.1999969482422,101.43053436279297,4943024
2019-01-04,142.0,146.1999969482422,141.6999969482422,145.64999389648438,103.16590118408203,372189
2019-01-07,148.0,148.0,145.9499969482422,147.5500030517578,104.51170349121094,440062
2019-01-08,148.8000030517578,149.0,146.39999389648438,147.39999389648438,104.40544128417969,258422
2019-01-09,147.39999389648438,148.1999969482422,145.0500030517578,145.5500030517578,103.09508514404297,284910
2019-01-10,145.60000610351562,147.0,143.3000030517578,143.5500030517578,101.67843627929688,285667
2019-01-11,143.64999389648438,145.64999389648438,143.64999389648438,144.6999969482422,102.49298858642578,173034
2019-01-14,145.39999389648438,145.39999389648438,142.60000610351562,143.5,101.64302062988281,149859
2019-01-15,143.3000030517578,145.4499969482422,143.3000030517578,145.10000610351562,102.77633666992188,192986
2019-01-16,146.0,146.85000610351562,145.14999389648438,146.0,103.41381072998047,135191
2019-01-17,146.0500030517578,147.35000610351562,144.4499969482422,145.10000610351562,102.77633666992188,178824
2019-01-18,145.10000610351562,147.35000610351562,145.10000610351562,146.25,103.59087371826172,270374
2019-01-21,146.25,147.3000030517578,144.14999389648438,144.75,102.5284194946289,206311
2019-01-22,145.85000610351562,146.0,144.0500030517578,144.4499969482422,102.31592559814453,275455
2019-01-23,144.89999389648438,145.5,142.85000610351562,143.1999969482422,101.43053436279297,180451
2019-01-24,144.9499969482422,144.9499969482422,141.5,142.0,100.58056640625,160213
2019-01-25,142.10000610351562,144.3000030517578,142.0,142.14999389648438,100.6867904663086,171155
2019-01-28,142.14999389648438,143.0,139.8000030517578,141.89999389648438,100.50971221923828,163785
2019-01-29,141.9499969482422,143.39999389648438,140.1999969482422,141.1999969482422,100.01390075683594,377351
2019-01-30,142.0,142.0,138.9499969482422,139.60000610351562,98.88060760498047,403158
2019-01-31,140.0,142.89999389648438,139.64999389648438,141.6999969482422,100.3680419921875,276199
2019-02-01,141.0,143.3000030517578,139.9499969482422,142.0500030517578,100.61601257324219,263692
2019-02-04,142.14999389648438,147.1999969482422,142.0500030517578,146.35000610351562,103.6617202758789,434729
2019-02-05,146.89999389648438,148.1999969482422,142.10000610351562,142.75,101.11177825927734,410934
2019-02-06,143.0,147.5,142.6999969482422,146.64999389648438,103.87420654296875,190113
2019-02-07,147.39999389648438,148.0,145.60000610351562,147.85000610351562,104.72418975830078,147936
2019-02-08,146.4499969482422,148.0,142.85000610351562,143.5,101.64302062988281,349748
2019-02-11,143.75,143.75,137.85000610351562,139.0,98.45559692382812,516472
2019-02-12,138.89999389648438,141.0,136.60000610351562,137.5,97.39312744140625,276612
2019-02-14,134.0,134.10000610351562,127.9000015258789,132.10000610351562,93.56825256347656,1198428
2019-02-15,139.0,140.8000030517578,133.75,135.10000610351562,95.69318389892578,1925006
2019-02-18,137.8000030517578,138.8000030517578,135.85000610351562,137.10000610351562,97.10982513427734,464544
2019-02-19,137.5,140.25,137.5,139.0,98.45559692382812,456323
2019-02-20,141.5,145.0,140.1999969482422,144.0500030517578,102.03260803222656,569326
2019-02-21,145.5,148.3000030517578,144.35000610351562,147.0,104.12211608886719,745093
2019-02-22,148.25,150.35000610351562,147.0,148.5500030517578,105.22000885009766,761765
2019-02-25,149.0,149.60000610351562,145.75,148.25,105.00753021240234,441553
2019-02-26,148.0,149.1999969482422,146.0,147.6999969482422,104.61793518066406,432341
2019-02-27,148.9499969482422,149.6999969482422,146.5500030517578,148.10000610351562,104.9012680053711,475698
2019-02-28,144.14999389648438,150.0,143.5,148.8000030517578,109.2706298828125,548809
2019-03-01,149.85000610351562,150.3000030517578,147.89999389648438,149.0500030517578,109.45421600341797,347088
2019-03-05,148.60000610351562,155.60000610351562,148.1999969482422,154.9499969482422,113.7868423461914,796489
2019-03-06,155.3000030517578,157.0,152.85000610351562,154.64999389648438,113.56653594970703,810455
2019-03-07,155.0,155.5,151.10000610351562,152.1999969482422,111.76740264892578,2685669
2019-03-08,152.25,152.25,147.60000610351562,150.10000610351562,110.22529602050781,530154
2019-03-11,151.89999389648438,154.0,151.3000030517578,153.0,112.35486602783203,255660
2019-03-12,155.0,155.8000030517578,151.1999969482422,152.1999969482422,111.76740264892578,490306
2019-03-13,152.0,152.0,145.89999389648438,149.60000610351562,109.85811614990234,653364
2019-03-14,149.6999969482422,152.14999389648438,149.60000610351562,151.35000610351562,111.14320373535156,230074
2019-03-15,151.5,156.8000030517578,151.5,155.64999389648438,114.30087280273438,517633
2019-03-18,155.64999389648438,157.25,153.8000030517578,154.6999969482422,113.60325622558594,310194
2019-03-19,156.89999389648438,163.14999389648438,155.25,157.0,115.2922592163086,1026615
2019-03-20,157.0,157.39999389648438,150.75,151.85000610351562,111.51040649414062,887949
2019-03-22,152.0500030517578,153.6999969482422,148.64999389648438,152.5500030517578,112.0244140625,529642
2019-03-25,152.0,160.0,150.6999969482422,158.5,116.3937759399414,1066633
2019-03-26,159.10000610351562,163.0,158.14999389648438,159.25,117.68704223632812,709011
2019-03-27,160.0,161.39999389648438,157.39999389648438,160.25,118.42604064941406,458345
2019-03-28,160.25,160.9499969482422,156.25,156.9499969482422,115.9873275756836,452903
2019-04-01,160.8000030517578,161.35000610351562,156.25,157.6999969482422,116.54158020019531,495113
2019-04-02,159.0,159.75,156.5500030517578,157.4499969482422,116.35682678222656,501197
2019-04-03,158.8000030517578,159.14999389648438,154.1999969482422,155.64999389648438,115.026611328125,244243
2019-04-04,155.39999389648438,156.8000030517578,153.35000610351562,155.14999389648438,114.65709686279297,339304
2019-04-05,156.5,157.39999389648438,154.10000610351562,156.4499969482422,115.61783599853516,175612
2019-04-08,157.39999389648438,160.14999389648438,156.5500030517578,158.10000610351562,116.8371810913086,477642
2019-04-09,158.6999969482422,158.89999389648438,157.14999389648438,157.5500030517578,116.43075561523438,255981
2019-04-10,157.6999969482422,159.89999389648438,156.64999389648438,157.6999969482422,116.54158020019531,292162
2019-04-11,158.1999969482422,159.1999969482422,156.0,158.5500030517578,117.16975402832031,202925
2019-04-12,158.5500030517578,159.6999969482422,157.39999389648438,157.8000030517578,116.61549377441406,161570
2019-04-15,157.3000030517578,158.3000030517578,156.10000610351562,156.5500030517578,115.69173431396484,162624
2019-04-16,156.75,161.25,155.9499969482422,160.4499969482422,118.57386016845703,359992
2019-04-18,161.25,162.14999389648438,159.10000610351562,160.1999969482422,118.38908386230469,346459
2019-04-22,160.89999389648438,161.10000610351562,157.0500030517578,157.75,116.57852172851562,220009
2019-04-23,157.0500030517578,165.1999969482422,157.0500030517578,163.9499969482422,121.1603775024414,628432
2019-04-24,165.14999389648438,170.3000030517578,165.14999389648438,168.6999969482422,124.6706771850586,1395827
2019-04-25,169.0,169.6999969482422,166.60000610351562,168.39999389648438,124.44898223876953,611813
